UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL121091,0,0,7,5,0,4,4,6,0,24,0,3,15,16,0,0,0,6,0,50,9,9,25,18,18,15,17,9,0,122,16,16,23,12,17,13,14,12,0,124,14,12,26,8,22,7,29,5,3,125,7,18,8,4,7,5,13,8,0,64,3,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,60,112,53,73,42,77,49,8,521
UCL121092,0,0,4,0,0,11,3,0,0,25,0,0,6,5,4,4,5,5,0,34,10,3,22,6,4,5,9,3,3,68,13,15,12,4,15,5,18,10,3,101,4,7,19,0,7,10,14,11,0,70,8,4,4,3,7,3,3,3,0,41,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,67,35,37,45,57,38,5,345
UCL121093,0,0,0,3,0,0,0,0,0,6,0,3,7,7,0,3,0,0,0,20,0,0,3,0,0,3,4,0,0,16,8,4,4,4,3,3,9,0,0,38,7,4,3,8,4,3,10,8,0,46,16,3,8,14,7,0,3,5,0,56,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,29,19,22,36,19,18,25,18,0,191
UCL121094,0,0,3,4,0,3,0,3,0,14,0,3,3,7,0,0,3,0,0,18,7,6,9,3,0,0,4,0,0,29,6,15,6,3,10,0,3,3,0,49,13,17,7,3,19,3,17,3,0,85,17,11,9,6,9,3,12,0,0,62,3,6,0,0,0,4,0,0,4,23,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,52,62,39,26,37,20,37,17,3,281
UCL121095,0,0,0,0,0,3,0,0,0,9,0,3,0,3,0,0,0,0,0,10,0,17,3,0,5,0,3,3,0,33,0,15,4,3,3,3,0,3,4,37,5,14,5,4,5,7,0,3,0,46,6,5,11,4,3,3,3,3,0,44,0,3,3,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,28,14,21,26,7,15,9,193
UCL121096,0,0,0,4,0,3,0,3,0,7,6,3,0,3,0,3,0,4,0,17,0,5,10,4,5,0,3,0,0,29,8,19,8,4,3,0,3,0,0,50,23,31,9,9,11,3,0,8,3,98,5,15,4,11,7,7,5,9,3,65,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,72,36,36,25,21,11,26,8,275
UCL121097,0,0,0,3,0,17,0,10,0,30,0,0,0,4,0,4,0,0,0,11,3,14,3,3,3,3,0,3,3,39,17,15,11,12,13,4,0,0,0,78,24,33,14,9,18,9,3,3,0,120,17,27,20,4,24,5,11,8,0,113,3,5,3,3,6,0,3,3,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,100,48,42,76,44,20,25,6,429
UCL121098,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,14,0,5,15,12,0,5,4,9,0,47,7,4,9,4,3,3,4,5,3,43,3,9,5,4,8,0,11,7,0,52,6,5,5,3,8,3,0,3,0,38,0,3,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,39,29,29,12,25,26,5,210
UCL121099,0,0,0,3,0,10,0,3,0,15,0,0,3,3,0,3,0,0,0,14,12,18,15,8,5,4,3,13,0,80,10,18,8,13,17,7,5,10,0,91,10,24,16,10,18,3,7,11,0,99,13,35,15,9,16,7,9,10,0,105,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,106,60,42,51,34,22,50,5,423
UCL121100,0,0,6,5,0,9,0,6,0,30,3,3,7,12,4,9,4,4,0,37,9,15,17,9,8,0,3,3,5,68,15,13,35,9,8,9,7,15,0,121,22,10,24,15,11,6,22,11,3,124,11,9,10,14,4,5,15,7,0,75,3,3,0,0,0,4,5,3,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,55,103,68,37,43,50,52,15,489
UCL121101,0,0,3,0,0,0,0,3,0,8,0,3,8,4,0,0,0,3,0,24,3,14,11,3,0,0,3,9,0,48,4,14,13,11,12,0,3,11,0,76,6,17,5,8,10,6,0,9,0,66,10,15,9,10,7,8,8,10,3,75,3,4,0,0,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,73,55,37,28,23,11,40,9,313
UCL121102,0,0,5,0,0,4,0,3,0,13,0,0,6,3,0,5,3,4,0,27,5,9,16,9,6,4,6,11,0,60,5,9,21,5,9,4,6,9,0,73,6,4,10,7,14,4,7,14,5,76,9,8,6,8,12,8,9,16,5,86,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,62,37,38,29,34,55,13,344
UCL121103,0,0,3,7,0,4,0,3,0,20,0,4,3,3,0,5,3,5,0,24,0,5,11,7,3,0,4,3,0,33,12,8,9,9,3,4,7,13,0,61,8,11,16,4,8,3,3,6,0,65,8,5,8,9,12,3,4,9,0,49,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,53,33,34,18,18,40,3,262
UCL121104,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,15,6,0,0,15,3,0,3,9,0,43,3,6,4,5,3,3,5,9,0,38,3,10,4,7,3,0,0,10,0,30,4,7,3,4,3,3,4,8,0,40,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,13,34,12,15,14,46,3,176
UCL121105,0,0,3,3,0,9,0,0,0,16,0,0,6,3,0,3,0,0,0,14,3,11,7,6,3,3,0,3,0,42,6,9,13,13,11,3,0,0,0,51,3,13,9,9,12,4,0,0,0,49,6,16,4,4,12,13,3,4,0,64,0,0,3,0,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,57,39,36,36,38,11,17,3,256
UCL121106,0,0,4,0,0,6,0,3,0,17,3,0,5,3,0,3,3,0,0,23,14,12,7,4,7,8,0,5,0,56,3,5,11,15,9,6,3,8,0,62,5,11,10,12,7,5,9,16,4,82,10,15,11,13,11,0,7,8,7,78,5,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,49,50,46,35,29,30,46,10,343
UCL121107,0,0,0,4,0,10,0,7,0,19,0,0,13,0,0,0,0,8,0,25,0,10,14,11,9,3,4,7,0,54,7,8,9,9,3,11,7,6,0,58,13,27,11,13,7,3,7,11,0,85,9,19,3,15,6,7,9,13,0,74,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,66,50,50,28,41,23,39,7,326
UCL121108,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,3,0,0,0,8,4,6,0,3,3,3,4,0,0,18,16,21,7,3,3,3,0,4,0,56,4,17,0,9,10,7,0,4,0,53,15,18,0,8,7,3,0,4,0,51,8,9,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,67,17,23,27,22,7,16,4,223
UCL121109,0,0,0,0,0,10,0,5,0,18,0,3,10,6,3,0,3,8,0,36,4,7,20,12,4,6,5,9,0,66,9,10,4,11,11,9,10,7,0,70,0,8,5,16,14,3,7,11,0,64,4,4,3,4,4,10,13,10,0,51,0,0,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,41,45,44,38,41,34,50,0,323
UCL121110,0,0,3,3,3,3,0,0,0,6,3,0,4,4,3,0,3,0,0,19,5,3,4,4,4,3,10,11,0,49,9,0,9,10,8,3,9,6,0,46,0,7,12,9,3,3,5,8,0,54,13,7,7,7,3,5,5,7,0,58,6,0,3,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,24,39,39,24,14,30,42,7,256
UCL121111,0,0,0,0,0,6,0,0,0,17,0,3,9,8,3,3,3,3,0,33,11,6,22,10,9,9,0,8,5,79,8,13,11,13,7,6,14,8,0,74,15,9,8,13,9,7,4,7,0,80,3,5,14,9,5,3,6,13,0,56,3,3,0,0,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,32,44,65,58,49,39,23,45,7,359
UCL121112,3,0,3,3,0,5,0,13,0,27,0,0,0,3,0,0,0,3,0,8,0,5,7,3,3,0,3,3,0,32,12,4,10,3,4,5,9,6,0,52,4,3,11,0,12,0,3,5,0,43,8,6,5,4,11,4,3,3,0,41,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,21,37,28,28,13,24,37,3,217
UCL121113,0,0,0,6,0,7,0,4,0,24,3,3,3,0,0,0,0,0,0,15,3,9,5,9,8,6,0,0,0,40,14,17,13,10,5,10,3,0,0,67,13,18,8,9,10,14,0,4,0,78,7,25,10,5,9,10,0,3,0,77,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,80,41,37,32,46,3,19,7,308
UCL121114,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,5,4,4,3,0,0,5,0,8,0,22,0,8,6,3,3,4,0,3,3,24,12,5,10,3,0,3,3,5,0,46,12,10,9,13,3,13,7,7,3,70,4,3,0,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,28,26,13,26,10,25,5,184
UCL121115,0,0,12,10,3,12,0,3,0,39,0,0,17,6,4,8,3,7,0,49,0,11,12,3,13,4,4,0,0,48,26,26,13,10,23,12,16,3,0,127,23,20,26,13,20,12,20,12,3,146,11,16,9,7,9,7,13,7,0,77,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,75,94,48,75,51,53,33,5,489
UCL121116,0,0,4,0,3,7,0,0,0,18,0,0,3,3,0,0,0,0,0,7,3,12,8,5,3,5,0,3,0,32,5,5,7,8,4,4,4,4,0,51,11,3,15,8,7,3,9,16,0,75,0,7,11,5,5,0,8,8,0,48,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,50,34,30,21,21,37,4,244
UCL121117,0,0,7,5,0,12,0,4,0,33,0,0,6,0,0,3,0,4,0,19,0,4,10,4,8,4,5,4,0,43,20,11,16,12,11,16,7,3,3,92,10,26,15,15,18,7,12,3,0,106,11,15,10,11,14,9,12,3,0,71,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,60,51,56,44,39,26,3,379
UCL121118,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,10,0,4,0,13,0,0,0,3,3,28,4,4,0,11,6,0,3,3,0,28,0,7,0,11,3,0,0,7,0,27,3,4,4,7,7,3,3,3,0,33,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,10,46,16,3,9,24,4,134
UCL121119,0,0,3,7,0,0,0,3,0,15,3,0,6,3,3,4,0,0,0,25,5,10,17,8,14,3,5,6,0,58,7,21,10,7,12,9,3,0,0,67,3,10,12,3,8,8,3,3,3,55,6,3,3,3,3,3,3,8,0,43,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,55,31,46,26,17,24,6,281
UCL121120,0,0,3,3,0,3,0,6,0,19,0,0,8,3,0,3,0,7,0,25,0,3,7,10,3,3,4,4,0,36,5,3,10,11,3,9,5,9,0,56,9,3,5,3,6,3,7,9,0,53,3,5,3,3,0,0,0,3,0,30,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,17,39,35,20,21,21,33,3,227
UCL121121,0,0,0,3,0,4,0,3,0,18,0,0,6,9,0,0,0,0,0,19,0,3,5,0,3,0,0,4,0,13,3,4,9,3,3,8,3,4,0,48,3,17,3,6,5,8,7,17,3,68,3,10,9,8,5,3,15,13,0,70,0,3,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,38,27,20,28,28,43,3,241
UCL121122,0,0,6,0,0,9,0,6,0,22,0,3,6,3,3,3,3,4,0,28,3,4,7,3,3,9,0,15,0,37,12,10,6,16,8,5,6,5,0,61,5,8,4,14,12,10,0,13,0,66,9,8,3,4,10,5,3,7,0,46,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,35,39,42,36,14,45,0,275
UCL121123,0,0,0,0,0,0,0,6,0,12,0,3,10,3,0,7,0,5,0,25,3,3,11,12,0,0,4,11,0,39,7,3,10,5,8,3,8,3,3,46,5,6,8,7,9,0,5,13,0,49,4,3,5,10,3,9,14,7,0,58,3,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,46,30,21,21,40,43,8,238
UCL121124,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,15,3,0,3,0,3,3,7,4,0,28,0,3,4,0,0,6,8,9,0,40,0,6,10,3,6,0,10,13,0,44,3,5,9,5,3,4,7,16,0,46,0,0,0,6,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,13,37,19,15,7,34,56,0,195
UCL121125,0,0,3,5,0,5,0,7,0,27,0,0,6,13,7,5,0,5,0,38,3,10,13,4,11,0,6,5,0,61,11,11,22,8,12,3,8,11,6,91,9,3,11,5,9,3,16,8,0,58,4,6,5,3,10,5,10,7,0,50,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,66,40,41,24,40,56,11,339
UCL121126,0,0,10,6,0,19,0,11,0,50,0,3,10,4,0,9,3,3,0,31,0,11,25,16,11,7,11,16,0,97,13,27,21,15,12,10,17,16,0,134,16,19,25,13,15,11,23,15,0,130,5,12,16,5,13,13,14,7,0,93,6,0,0,0,7,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75,100,65,58,64,67,71,3,552
UCL122001,0,0,0,3,0,4,0,3,0,10,0,3,3,0,0,0,0,0,0,10,0,0,5,3,4,5,0,0,0,24,0,0,4,0,3,0,5,7,0,26,0,0,3,3,3,3,5,4,0,19,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,21,15,9,9,12,16,0,95
UCL122002,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,6,0,0,0,3,4,0,0,0,0,14,3,0,3,3,0,0,3,0,0,11,3,0,3,0,3,3,0,3,0,19,4,3,4,0,0,0,3,0,0,21,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,3,16,13,6,12,5,21,0,87
UCL122003,0,0,3,0,0,3,0,0,0,10,0,0,7,0,3,4,0,3,0,19,0,6,4,4,3,7,3,0,0,25,4,9,11,4,7,8,3,4,0,41,4,12,8,9,6,0,6,0,0,40,3,0,3,3,8,0,3,4,0,22,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,39,13,24,23,16,13,0,169
UCL122004,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,3,0,4,0,0,0,0,0,14,4,8,4,3,0,0,0,0,0,22,4,7,3,4,3,3,0,0,0,16,3,16,3,8,3,4,0,0,0,34,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,12,17,6,8,0,3,0,103
UCL122005,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,3,0,5,0,0,0,3,0,0,0,3,0,14,3,0,3,0,4,0,3,0,0,17,0,4,3,3,4,4,3,3,0,29,5,4,4,4,0,3,0,6,0,29,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,17,19,13,13,10,15,0,102
UCL122006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,11,3,3,3,0,0,3,0,9,0,22,4,3,0,4,0,0,0,3,0,20,3,0,0,0,3,0,0,0,0,11,5,0,0,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,9,7,3,0,18,0,80
UCL122007,0,0,0,3,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,0,11,0,0,4,5,0,3,7,3,0,24,0,3,6,3,0,0,0,7,0,30,3,0,3,8,0,0,3,11,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,24,7,10,15,32,4,119
UCL122008,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,13,0,5,5,3,4,3,0,3,0,32,3,0,3,3,4,4,3,3,0,28,0,3,7,8,7,3,7,14,0,38,0,0,0,5,0,0,3,3,0,14,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,18,20,14,17,18,26,0,130
UCL122009,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,0,11,0,3,8,8,4,3,3,4,3,34,0,6,8,3,5,0,5,8,0,42,4,0,3,0,3,0,0,3,0,21,3,0,3,6,3,0,3,7,0,19,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,19,15,14,9,15,34,3,140
UCL122010,0,0,3,3,0,3,0,0,0,14,0,3,5,4,0,3,0,0,0,15,0,0,4,3,6,0,3,9,0,22,4,6,4,0,5,0,3,6,0,29,5,3,7,3,4,7,8,3,0,45,3,3,3,3,5,0,3,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,26,16,19,18,15,20,3,154
UCL122011,0,0,7,3,0,4,0,0,0,15,0,3,7,4,0,0,0,0,0,11,3,0,6,3,0,0,0,0,0,24,0,0,3,3,5,3,3,12,0,26,9,13,7,5,9,4,4,3,4,56,12,10,11,3,6,3,3,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,32,20,14,11,14,24,3,174
UCL122012,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,8,0,3,0,0,3,0,3,5,0,17,3,0,0,3,9,0,3,0,0,21,3,3,8,0,3,0,4,9,0,25,4,3,3,0,3,3,6,4,3,28,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,9,7,13,6,18,23,4,112
UCL122013,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,3,0,0,0,0,3,0,8,0,0,3,0,3,0,0,0,0,9,0,0,3,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,4,3,3,10,0,40
UCL122014,0,0,0,0,0,5,0,0,0,10,0,0,3,0,0,3,0,0,0,11,0,6,12,7,3,12,0,4,0,39,0,0,7,0,5,0,3,4,0,25,5,4,3,5,6,0,0,4,0,31,8,0,3,0,0,4,5,6,0,33,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,28,14,17,27,15,22,0,153
UCL122015,0,0,3,0,0,3,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,0,19,6,4,4,0,3,0,0,4,0,29,8,3,4,3,3,3,4,9,0,35,6,0,3,3,3,6,0,6,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,22,6,11,11,10,22,4,128
UCL122016,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,10,5,0,0,0,0,3,0,21,3,6,0,3,0,0,0,0,0,21,4,4,4,0,5,4,0,0,0,22,3,5,0,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,12,8,7,9,3,7,0,90
UCL122017,0,0,3,0,0,6,0,0,0,15,0,0,0,3,0,0,0,3,0,10,0,0,12,8,6,0,3,0,0,26,4,0,5,0,4,3,0,3,0,22,3,3,3,3,7,3,3,8,0,30,3,3,0,0,0,0,3,6,0,21,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,24,12,22,19,15,27,0,133
UCL122018,4,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,3,8,0,5,0,3,4,0,22,4,5,10,0,0,4,0,4,0,31,3,3,4,3,6,3,4,3,0,28,9,10,3,0,3,3,3,8,0,34,4,0,0,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,25,13,19,11,10,20,5,138
UCL122019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,7,0,0,0,3,3,0,4,0,20,0,3,3,5,4,0,3,6,0,32,5,0,5,0,3,3,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,8,9,6,3,10,22,0,80
UCL122020,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,13,3,3,3,0,0,0,0,3,0,18,3,0,13,5,3,0,0,4,0,34,0,4,0,3,4,0,3,5,0,29,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,22,16,19,11,9,22,0,122
UCL122021,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,15,0,0,0,0,0,3,0,3,0,15,0,3,3,0,3,0,0,3,0,12,0,3,3,4,3,0,0,6,0,21,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,12,3,7,7,22,3,74
UCL122022,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,15,5,6,8,0,3,0,0,0,0,25,3,7,3,0,0,4,3,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,11,3,13,6,3,8,3,72
UCL122023,0,0,0,3,0,3,0,0,0,10,0,0,6,0,0,4,0,0,0,16,0,0,6,0,5,0,0,0,0,15,0,0,8,3,10,0,0,0,0,25,6,13,11,4,10,3,4,4,0,55,8,9,6,9,3,4,4,5,0,51,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,33,18,28,14,13,15,3,176
UCL122024,0,0,0,0,0,3,0,0,0,13,0,0,3,0,0,3,0,3,0,12,4,4,0,0,5,0,0,0,0,15,3,4,5,3,8,0,0,3,0,26,16,9,3,4,0,4,0,0,0,36,4,11,3,8,9,0,3,4,0,43,0,7,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,13,18,22,16,8,13,0,158
UCL122025,0,0,3,3,0,3,0,8,0,11,0,3,3,4,0,0,0,0,0,8,0,0,8,3,8,0,0,3,0,31,4,9,4,4,3,0,0,3,3,46,9,6,3,6,7,3,4,3,0,39,7,9,6,4,3,3,0,0,0,40,3,8,0,0,0,3,0,3,0,20,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,37,30,24,21,18,3,24,3,189
