UCL_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
UCL213006,473,0,0,0,0,0,475,11,19,0,0,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,19,0,33,3,0,0,0,0,3,4,483,27,0,0,27,4,513,469,4,0,0,4,3,479,7,14,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,20,0,27,4,0,0,0,0,5,6,480,20,0,0,20,6,511,277,0,0,0,0,0,278,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,9,4,0,0,0,0,0,7,287,9,0,0,9,0,296,182,0,0,0,0,0,181,3,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,8,5,0,0,0,0,0,8,184,5,0,0,5,0,189,269,0,0,0
UCL213007,641,8,0,0,8,0,649,13,58,0,0,58,0,66,0,4,0,0,4,0,4,0,0,0,0,0,0,0,13,63,0,0,60,0,75,4,0,0,0,0,0,4,658,68,0,0,66,0,721,608,4,0,0,4,0,613,20,33,0,0,33,0,47,0,5,0,0,6,0,6,0,3,0,0,3,0,3,20,33,0,0,36,0,57,0,0,0,0,0,0,0,623,45,0,0,43,0,671,332,9,0,0,9,0,342,3,27,0,0,27,0,30,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,31,0,0,29,0,29,3,0,0,0,0,0,3,338,32,0,0,38,0,376,207,0,0,0,0,0,207,0,11,0,0,11,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,15,3,0,14,0,15,0,0,0,0,0,0,0,205,15,3,0,14,0,217,269,0,0,0
UCL213008,669,22,0,0,22,0,694,45,59,0,0,57,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,0,0,61,0,106,0,0,0,0,0,3,3,711,81,0,0,83,3,803,639,20,0,0,20,0,657,21,46,0,0,46,0,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,41,0,0,41,0,61,0,0,0,0,0,0,0,658,62,0,0,62,0,721,339,9,0,0,9,0,348,8,21,0,0,21,0,29,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,20,0,0,26,0,37,0,0,0,0,0,0,0,350,34,0,0,33,0,386,226,7,0,0,7,0,238,10,9,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,16,0,25,0,0,0,0,0,0,0,239,21,0,0,21,0,262,272,18,0,0
UCL213009,683,13,0,0,13,0,696,14,41,3,0,48,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,3,0,48,0,57,0,0,0,0,0,3,3,698,54,3,0,54,3,756,501,3,0,0,3,0,505,10,20,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,20,0,29,0,0,0,0,0,0,0,505,24,0,0,24,0,536,278,0,0,0,0,0,279,0,18,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,14,0,23,0,0,0,0,0,0,0,282,14,0,0,17,0,298,188,0,0,0,0,0,192,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,0,0,0,0,0,0,191,7,0,0,7,0,204,256,4,0,0
UCL213010,448,8,0,0,8,0,458,11,9,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,11,0,20,0,0,0,0,0,0,3,459,16,0,0,18,3,481,394,3,0,0,3,0,396,8,13,0,0,13,0,25,3,3,0,0,3,0,6,0,0,0,0,0,0,0,12,20,0,0,20,0,30,3,0,0,0,0,0,4,411,21,0,0,21,0,435,225,3,0,0,3,0,231,12,8,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,10,0,18,3,0,0,0,0,0,3,235,14,0,0,14,0,250,164,5,0,0,5,0,168,3,6,0,0,6,0,7,3,0,3,0,4,0,6,0,0,0,0,0,0,0,3,8,3,0,6,0,15,0,0,0,0,0,0,0,171,14,3,0,14,0,181,214,7,0,0
UCL213011,358,10,0,0,10,3,373,8,36,0,0,36,0,48,0,10,0,0,6,0,9,0,0,0,0,0,0,0,10,42,3,0,49,0,54,0,0,0,0,0,0,0,371,55,3,0,55,5,428,343,8,0,0,8,3,355,3,29,3,0,33,0,33,0,6,7,0,14,0,14,0,0,0,0,0,0,0,3,33,5,0,46,0,47,0,0,0,0,0,0,0,353,40,5,0,47,3,405,166,5,0,0,5,0,168,5,15,0,0,15,0,19,0,0,3,0,3,0,3,0,0,0,3,3,0,3,5,15,3,3,25,0,31,0,0,0,0,0,0,0,170,18,3,3,30,0,193,119,3,0,0,4,0,125,3,3,0,0,4,0,6,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,8,5,0,8,0,14,0,0,0,0,0,0,0,124,7,9,0,17,0,136,141,0,0,0
UCL213012,898,15,0,0,15,0,910,12,21,0,0,21,0,34,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,20,0,0,20,0,38,3,0,0,0,0,0,3,912,40,0,0,40,0,950,1045,9,0,0,9,0,1054,32,19,0,0,19,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,19,0,52,3,0,0,0,0,0,3,1075,32,0,0,32,0,1108,537,8,0,0,8,0,550,12,6,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,7,0,20,0,0,0,0,0,0,0,547,17,0,0,19,0,570,307,10,0,0,10,0,311,5,11,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,11,0,12,0,0,0,0,0,0,0,313,18,0,0,18,0,326,375,10,0,0
UCL213013,363,0,0,0,0,0,368,4,13,0,0,13,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,13,0,0,16,0,22,0,0,0,0,0,0,0,372,21,0,0,17,3,394,334,0,0,0,0,0,341,15,7,0,0,7,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,13,0,0,13,0,25,0,0,0,0,0,0,0,349,14,0,0,14,0,364,185,0,0,0,0,0,184,9,3,0,0,3,0,13,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,3,3,0,8,0,15,0,0,0,0,0,0,0,193,3,3,0,8,0,196,148,0,0,0,0,0,148,6,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,5,0,0,0,0,0,0,0,154,3,0,0,3,0,152,166,0,0,0
UCL213014,545,15,0,0,15,3,562,18,51,0,0,57,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,4,0,59,0,77,3,0,0,0,0,4,4,563,64,4,0,70,4,638,504,8,0,0,11,3,513,20,42,0,0,42,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,0,41,0,66,0,0,0,0,0,3,3,526,51,0,0,53,3,581,265,4,0,0,4,0,270,9,17,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,22,0,30,0,0,0,0,0,0,0,271,27,0,0,27,0,298,168,7,0,0,7,0,167,3,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,12,0,0,0,0,0,5,6,170,14,0,0,15,6,184,221,0,0,0
UCL213015,406,7,0,0,8,7,421,11,64,0,0,65,0,77,0,3,7,0,9,0,9,0,0,0,0,0,0,0,11,71,5,0,77,0,94,0,0,0,0,0,0,0,419,79,10,0,90,7,510,322,6,0,0,6,3,335,11,35,4,0,38,0,48,0,3,8,0,8,0,8,0,0,0,0,0,0,0,11,39,7,0,48,0,55,0,0,0,0,0,0,3,337,43,7,0,56,3,391,183,0,0,0,0,0,183,4,9,0,0,9,0,17,0,7,0,0,9,0,13,0,0,0,0,0,0,0,6,15,0,0,23,0,26,0,0,0,0,0,0,0,187,15,0,0,23,0,205,149,0,0,0,0,0,146,0,5,3,0,10,0,10,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,12,3,0,10,0,14,0,0,0,0,0,0,0,148,12,4,0,14,0,164,193,0,0,0
UCL213016,993,23,0,0,23,3,1017,40,41,0,0,41,0,82,0,4,0,0,4,0,4,0,0,0,0,0,0,0,40,49,0,0,49,0,84,3,0,0,0,0,0,3,1040,68,0,0,67,3,1106,1052,17,0,3,15,0,1070,31,24,0,0,27,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,0,0,27,0,57,3,0,0,0,0,0,3,1083,41,0,4,42,0,1130,542,4,0,0,4,0,543,14,9,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,10,0,27,0,0,0,0,0,0,0,554,13,0,0,15,0,571,329,0,0,0,0,0,335,10,8,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,9,0,18,0,0,0,0,0,0,0,343,9,0,0,9,0,346,397,10,0,3
UCL213017,683,13,0,0,13,0,693,17,32,0,0,32,0,46,0,0,3,0,4,0,4,0,0,0,0,0,0,0,17,30,3,0,32,0,49,0,0,0,0,0,8,9,699,44,3,0,43,8,745,712,12,0,0,12,0,725,24,29,0,0,29,0,47,0,0,3,0,3,0,3,0,0,0,0,0,0,0,24,29,3,0,31,0,49,3,0,0,0,0,3,8,735,38,3,0,43,5,780,423,7,0,0,7,0,432,3,15,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,0,17,3,0,0,0,0,0,3,425,25,0,0,25,3,450,258,5,0,0,5,0,265,5,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,10,0,16,0,0,0,0,0,0,0,263,15,0,0,15,0,279,325,6,0,0
UCL213018,546,20,0,0,20,0,567,7,31,0,0,31,0,41,0,8,0,0,8,0,8,0,0,0,0,0,0,0,7,33,0,0,33,0,43,0,0,0,0,0,0,0,554,54,0,0,54,0,609,576,9,0,0,9,4,590,16,23,0,0,28,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,0,0,28,0,41,0,0,0,0,0,0,0,588,35,0,0,33,4,633,324,6,0,0,6,0,329,3,8,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,20,0,0,0,0,0,0,0,333,18,0,0,18,0,349,204,0,0,0,0,0,201,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,16,0,0,0,0,0,0,0,200,15,0,0,11,0,214,301,8,0,0
UCL214001,206,4,0,0,4,0,213,4,13,0,0,13,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,19,0,0,16,0,26,0,0,0,0,0,0,0,215,20,0,0,20,0,236,198,3,0,0,3,0,198,6,19,0,0,19,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,21,0,0,21,0,27,0,0,0,0,0,0,0,201,23,0,0,23,0,224,146,0,0,0,0,0,147,4,11,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,11,0,15,0,0,0,0,0,0,0,151,14,0,0,14,0,159,81,0,0,0,0,0,81,0,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,82,3,0,0,3,0,92,125,0,0,0
UCL214002,243,3,0,0,3,0,246,4,17,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,21,0,25,0,0,0,0,0,0,0,242,22,0,0,21,6,273,250,0,0,0,0,3,252,3,14,0,0,16,0,21,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,20,0,0,18,0,26,0,0,0,0,0,0,0,253,18,0,0,19,3,274,157,0,0,0,0,0,161,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,157,15,0,0,16,0,176,101,0,0,0,0,0,101,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,101,3,0,0,4,0,111,148,0,0,0
UCL214003,308,11,0,0,11,0,318,6,14,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,16,0,25,0,0,0,0,0,0,0,319,25,0,0,28,0,348,305,5,0,0,5,0,310,5,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,10,0,21,3,0,0,0,0,0,3,316,18,0,0,18,0,331,193,0,0,0,0,0,199,0,11,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,12,0,0,0,0,0,0,0,194,10,0,0,14,0,211,115,3,0,0,3,0,115,0,6,0,0,6,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,6,0,0,6,0,13,0,0,0,0,0,0,0,117,11,0,0,11,0,125,129,3,0,0
UCL214004,151,4,0,0,4,0,158,8,36,7,0,35,0,48,0,6,6,0,10,0,10,0,0,0,0,0,0,0,8,34,10,0,44,0,56,0,0,0,0,0,0,0,164,40,10,0,48,0,215,124,4,0,0,4,0,133,4,33,6,0,41,0,46,0,6,0,0,11,0,11,0,0,0,0,0,0,0,4,38,8,0,47,0,55,0,0,0,0,0,0,0,127,46,8,0,58,0,189,95,0,0,0,0,0,98,10,9,0,0,11,0,16,0,5,3,0,8,0,8,0,0,0,0,0,0,0,10,12,3,0,13,0,23,0,0,0,0,0,0,0,101,13,3,0,15,0,118,55,4,0,0,4,0,61,0,9,0,0,9,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,6,0,0,8,0,12,0,0,0,0,0,0,0,60,15,0,0,14,0,76,76,6,0,0
UCL214005,41,0,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,44,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,33,0,0,0
UCL214006,627,7,0,0,7,0,639,16,19,0,0,26,0,39,0,0,3,0,4,0,4,0,0,0,0,0,0,0,16,19,4,0,27,0,44,0,0,0,0,0,0,0,649,30,4,0,32,0,687,648,7,0,0,7,3,654,5,9,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,14,0,19,0,0,0,0,0,0,0,659,16,0,0,21,3,676,322,3,0,0,3,0,325,3,6,0,0,6,0,9,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,6,3,0,11,0,13,0,0,0,0,0,0,0,324,10,3,0,14,0,338,188,7,0,0,7,3,194,6,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,10,0,12,0,0,0,0,0,0,0,192,8,0,0,11,0,213,239,5,0,0
UCL214007,337,3,0,0,3,3,344,3,20,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,20,0,29,3,0,0,0,0,3,5,346,23,0,0,23,9,376,311,0,0,0,0,0,318,9,6,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,6,0,15,0,0,0,0,0,0,0,319,9,0,0,9,0,329,199,0,0,0,0,0,199,4,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,7,0,0,0,0,0,0,0,201,4,0,0,8,0,212,116,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,116,0,0,0,3,0,120,159,0,0,0
UCL214008,362,10,0,0,10,3,373,7,10,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,10,0,23,3,0,0,0,0,0,3,371,21,0,0,17,3,393,339,0,0,0,0,0,337,11,9,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,8,0,16,3,0,0,0,0,0,3,348,8,0,0,6,0,355,176,3,0,0,3,0,179,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,182,7,0,0,7,0,192,112,0,0,0,0,3,117,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,112,6,0,0,9,3,115,142,0,0,0
UCL214009,184,0,0,0,0,0,184,3,6,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,9,0,0,0,0,0,0,0,186,6,0,0,6,0,196,203,0,0,0,0,0,203,14,7,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,7,0,21,0,0,0,0,0,0,0,222,7,0,0,7,0,231,110,0,0,0,0,0,110,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,113,0,0,0,0,0,119,62,0,0,0,0,0,62,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,71,0,0,0,0,0,70,79,0,0,0
UCL214010,296,0,0,0,0,0,297,16,23,0,0,23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,24,0,39,0,0,0,0,0,0,0,307,26,0,0,28,0,341,340,0,0,0,0,4,342,10,15,0,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,21,0,33,0,0,0,0,0,0,0,351,20,0,0,21,4,372,192,0,0,0,0,0,194,13,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,14,0,0,0,0,0,0,0,206,4,0,0,3,0,214,122,0,0,0,0,0,121,0,3,0,0,8,0,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,11,0,11,0,0,0,0,0,0,0,120,3,0,0,12,0,131,157,4,0,0
UCL214011,231,0,0,0,0,0,230,0,14,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,13,0,0,0,0,0,0,0,233,14,0,0,14,0,248,217,0,0,0,0,0,220,8,16,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,13,0,24,0,0,0,0,0,0,0,225,14,0,0,16,0,242,94,0,0,0,0,0,94,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,100,9,0,0,9,0,109,70,0,0,0,0,0,70,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,73,5,0,0,5,0,76,108,0,0,0
UCL214012,167,3,0,0,3,0,169,4,5,0,0,5,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,11,0,0,7,0,16,0,0,0,0,0,0,0,169,12,0,0,14,0,185,148,5,0,0,5,3,162,3,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,6,0,0,0,0,0,0,0,152,13,0,0,13,3,166,101,3,0,0,3,0,100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,102,3,0,0,3,0,105,53,0,0,0,0,0,53,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,57,0,0,0,0,0,61,82,0,0,0
