UCL_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL322018,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,7,3,0,16
UCL322019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,10,0,17
UCL322020,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,3,0,13
UCL322021,0,0,0,0,0,0,0,0,0,4,8,0,13,0,0,0,14,3,0,21
UCL322022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL322023,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,11
UCL322024,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,6,0,12
UCL322025,0,0,0,0,0,0,0,0,0,5,4,0,11,0,3,3,18,4,0,23
UCL322026,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,3,9,3,12
UCL322027,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3
UCL322028,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,8,0,12
UCL322029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL322030,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,5,0,0,7
UCL322031,0,0,0,0,0,0,0,0,0,7,3,0,10,3,0,3,14,3,0,21
UCL322032,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,13,8,0,24
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
UCL322034,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
UCL322035,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,7,0,13
UCL322036,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,3,7,12,0,17
UCL322037,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,8,6,0,15
UCL322038,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,9,0,15
UCL322039,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,3,0,6
UCL322040,0,0,0,0,0,0,0,0,0,4,3,0,7,3,0,3,13,14,0,25
UCL322041,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,9
UCL322042,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,9
UCL322043,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,10,15,0,22
UCL322044,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,11,3,0,13
UCL322045,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,6,5,0,12
UCL322046,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,8,10,0,17
UCL322047,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,10,12,0,23
UCL322048,0,0,0,0,0,0,0,0,0,4,4,0,8,0,3,6,13,10,0,23
UCL322049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322050,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,3,0,6
UCL322051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7
UCL322052,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,4,0,9
UCL322053,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,12
UCL322054,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,8,11,0,19
UCL322055,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,3,9,3,0,13
UCL322056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,14
UCL322057,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,8,9,0,23
UCL322058,0,0,0,0,0,0,0,0,0,15,7,0,17,0,0,0,19,3,0,25
UCL322059,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5
UCL322060,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,3,13,28,0,38
UCL322061,0,0,0,0,0,0,0,0,0,4,4,0,7,0,3,3,9,18,0,24
UCL322062,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,9,0,0,8
UCL322063,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,3,0,12
UCL322064,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,5,3,0,10
UCL322065,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,6,6,0,13
UCL322066,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,12
UCL322067,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,9,0,21
UCL322068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,8
UCL322069,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,8,14,0,18
UCL322070,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,16,0,17
UCL322071,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,10,0,11
UCL322072,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,4,0,16
UCL322073,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
UCL322074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
UCL322075,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,8,0,20
UCL322076,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,19,0,20
UCL322077,0,0,0,0,0,0,0,0,3,3,5,0,9,0,0,3,13,8,0,23
UCL322078,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,8
UCL322079,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,10,5,0,14
UCL322080,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,9,0,14
UCL322081,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,0,15
UCL322082,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,9,5,0,16
UCL322083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3
UCL322084,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,17,0,17
UCL322085,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,3,6,11,0,18
UCL322086,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,7,0,10
UCL322087,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,6,0,12
UCL322088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
UCL322089,0,0,0,0,0,0,0,0,0,7,9,0,10,0,0,0,16,16,0,30
UCL322090,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,9
UCL322091,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,10
UCL322092,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,10,19,6,0,25
UCL322093,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,9,11,0,18
UCL322094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL322095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
UCL322096,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,14,11,0,22
UCL322097,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,9,4,0,12
UCL322098,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,6,7,0,12
UCL322099,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,6
UCL322100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
UCL322101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11
UCL322102,0,0,0,0,0,0,4,0,4,3,3,0,8,0,0,0,8,26,0,37
UCL322103,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,4,0,11
UCL322104,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,9,8,0,18
UCL322105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
UCL322106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
UCL322107,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,10,0,14
UCL322108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322109,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,8,0,13
UCL322110,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,5,13,3,0,17
UCL322111,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,13,11,0,19
UCL322112,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,0,0,7
UCL322113,0,0,0,0,0,0,0,0,0,3,8,3,10,0,3,4,14,6,0,20
UCL322114,0,0,0,0,0,0,0,0,0,7,4,0,8,0,0,0,10,9,0,21
UCL322115,0,0,0,0,0,0,0,0,0,3,9,0,8,3,0,3,14,9,0,18
UCL322116,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,8,4,0,16
UCL322117,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,3,0,10
UCL322118,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,11,5,0,14
UCL322119,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,9
UCL322120,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,10
UCL322121,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,8,4,0,11
UCL322122,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,6,5,0,15
UCL322123,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,7,0,6
UCL322124,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,13,22,0,29
UCL322125,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,8
UCL322126,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,12
UCL322127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
UCL322128,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,11,13,0,20
UCL322129,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,4
UCL322130,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,5,10,0,14
UCL322131,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,13,22,0,29
UCL322132,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,8,5,0,11
UCL322133,0,0,0,0,0,0,0,0,0,3,0,3,4,3,4,5,10,9,0,21
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9
UCL322135,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,12
UCL322136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
UCL322137,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,12,0,21
UCL322138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL322139,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,6,25,0,27
UCL322140,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,5,0,7
UCL322141,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,4,4,0,10
UCL322142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,14
UCL322143,0,0,0,0,0,0,0,0,0,4,9,0,9,0,0,3,11,10,0,21
UCL331777,25,97,12,3,10,104,133,86,328,3306,2726,373,6400,486,319,802,7206,5259,179,12641
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,54,234,22,23,40,273,462,277,1009,14792,12637,1333,28755,1637,1487,3124,31883,21281,490,53650
UCL412001,4,12,0,0,0,16,9,7,27,376,359,58,791,56,40,96,886,471,11,1367
UCL412002,0,5,0,0,0,6,16,14,34,316,359,26,705,51,35,85,788,495,12,1302
UCL412003,0,5,0,0,0,7,23,15,48,224,239,25,492,71,47,121,612,555,29,1192
UCL413001,0,0,0,0,0,0,0,0,3,190,149,8,351,6,9,14,365,127,7,497
UCL413002,0,3,0,0,0,3,3,3,6,203,256,21,484,12,19,26,510,234,7,755
UCL413003,0,3,0,0,0,3,15,7,27,170,198,28,392,51,34,86,483,385,13,877
UCL413004,0,3,0,0,0,3,26,21,48,145,135,25,304,28,24,50,351,325,22,697
UCL413005,0,3,0,0,0,5,18,0,28,140,162,14,313,21,24,42,358,254,6,622
UCL413006,0,5,0,0,0,5,12,3,22,137,177,14,328,29,34,70,391,369,6,771
UCL413007,0,8,0,3,0,7,4,3,14,89,184,9,278,14,14,30,307,249,3,558
UCL414001,0,3,0,0,0,3,0,3,4,54,72,11,137,5,4,9,149,138,3,292
UCL414002,0,0,0,0,0,3,0,0,8,54,59,7,120,3,7,11,126,62,3,192
UCL414003,0,0,0,0,0,0,3,0,3,74,57,11,142,4,3,9,153,63,0,218
UCL414004,0,3,0,0,0,0,0,0,0,75,66,7,148,0,9,10,155,82,0,246
UCL415001,0,0,0,0,0,0,0,0,0,27,33,3,62,3,4,9,72,27,3,106
UCL415002,0,0,0,0,0,0,0,0,0,17,11,0,33,4,4,7,37,14,0,50
UCL415003,0,0,0,0,0,0,0,0,3,21,16,3,35,3,0,6,43,39,3,84
UCL415004,0,0,0,0,0,0,0,0,0,16,28,6,54,0,0,0,58,20,0,74
UCL415005,0,3,0,0,0,3,3,3,5,20,14,4,40,3,8,10,48,54,5,110
UCL415006,0,3,0,0,0,0,3,0,9,46,43,3,99,11,6,22,118,110,3,231
UCL415007,0,0,0,0,0,0,0,0,0,15,25,0,45,0,0,3,48,26,0,76
UCL415008,3,3,0,0,0,3,0,0,6,36,25,7,67,0,3,0,69,27,3,104
UCL415009,0,0,0,0,0,0,0,0,0,33,44,9,82,3,0,3,89,35,0,129
UCL415010,0,0,0,0,0,0,3,0,6,12,11,5,32,3,3,3,36,28,0,62
UCL415011,0,0,0,0,0,0,0,0,0,10,10,3,20,0,5,5,29,19,0,46
UCL415012,0,0,0,0,0,0,3,0,4,23,24,7,48,0,0,3,52,34,0,85
UCL415013,0,0,0,0,0,0,0,0,0,28,21,0,52,0,3,3,56,19,0,74
UCL415014,0,0,0,0,0,0,0,0,0,12,11,0,28,0,0,0,28,21,3,54
UCL415015,0,0,0,0,0,0,3,0,3,40,58,3,102,9,11,26,126,86,4,213
UCL415016,0,0,0,0,0,0,4,0,3,28,38,6,74,12,7,22,88,48,0,144
UCL415017,0,0,0,0,0,0,0,0,0,9,21,3,35,3,6,10,37,24,0,59
UCL415018,0,0,0,0,0,0,0,0,0,10,14,0,21,3,4,5,30,17,0,48
UCL415019,0,0,0,0,0,0,3,0,3,16,7,5,26,0,0,3,26,19,0,46
UCL415020,0,0,0,0,0,0,0,0,0,23,22,0,52,0,7,4,61,34,0,87
UCL415021,0,5,0,0,0,5,0,0,5,50,51,0,97,9,5,11,110,65,0,178
UCL415022,0,0,0,0,0,0,0,0,0,13,14,3,33,3,3,8,40,20,0,58
UCL415023,0,0,0,0,0,0,0,0,0,5,10,0,11,4,0,3,14,12,0,28
UCL415024,0,0,0,0,0,0,0,0,3,21,31,5,48,4,6,11,59,62,0,130
UCL415025,0,0,0,0,0,0,0,0,0,13,14,0,25,0,0,0,25,8,0,26
UCL415026,0,3,0,0,0,3,0,0,3,34,44,3,80,0,0,0,80,24,0,111
UCL415027,0,3,0,0,0,3,4,0,6,54,57,3,111,3,8,8,123,83,3,210
UCL415028,0,0,0,0,0,0,0,0,0,27,34,3,59,6,4,13,72,65,0,134
UCL415029,0,0,0,0,0,0,0,0,0,10,16,0,30,3,0,3,29,12,0,39
UCL415030,0,3,0,0,0,3,0,0,8,69,72,8,144,3,3,8,155,53,0,208
UCL415031,0,0,0,0,0,0,0,0,0,7,22,3,31,3,0,3,41,29,0,72
UCL415032,0,0,0,0,0,0,0,0,0,11,19,0,33,0,0,0,41,16,0,52
UCL415033,0,0,0,0,0,0,0,0,3,16,23,0,38,3,5,11,42,41,0,88
UCL415034,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,9,9,0,24
UCL415035,0,0,0,0,0,0,3,6,7,55,54,3,113,11,8,20,134,117,6,261
UCL415036,0,0,0,0,0,0,0,0,0,6,8,3,13,0,0,0,16,3,0,18
UCL415037,0,0,0,0,0,0,4,0,6,43,16,6,64,5,0,5,71,12,0,90
UCL415038,0,0,0,0,0,0,0,0,0,16,27,0,47,0,5,5,50,28,0,80
UCL415039,0,0,0,0,0,0,4,0,3,67,59,0,123,3,3,4,124,37,0,165
UCL415040,0,0,0,0,0,0,0,0,0,9,18,0,28,0,0,0,28,15,0,40
UCL415041,0,3,0,0,0,3,0,0,3,23,22,3,43,4,3,8,48,22,0,70
UCL415042,0,0,0,0,0,0,3,3,3,9,26,0,32,3,0,5,39,44,3,91
UCL415043,0,0,0,0,0,0,0,0,4,27,25,0,59,4,11,18,75,100,3,175
UCL415044,0,0,0,0,0,0,0,0,0,18,23,6,51,7,0,3,56,25,0,73
UCL415045,0,0,0,0,0,0,0,0,0,26,31,0,63,3,3,4,66,11,0,81
UCL415046,0,0,0,0,0,0,0,0,0,35,20,0,60,0,3,0,61,19,0,81
UCL421001,0,0,0,0,0,0,0,0,0,3,6,0,16,0,3,3,21,11,0,29
UCL421002,0,0,0,0,0,0,0,0,0,5,11,0,12,0,0,0,13,22,3,42
UCL421003,0,0,0,0,0,0,0,0,0,5,6,0,19,0,0,0,22,6,0,30
UCL421004,0,0,0,0,0,0,0,0,3,3,10,0,21,0,0,0,18,14,0,34
UCL421005,0,0,0,0,0,0,0,0,0,8,6,0,10,0,0,0,10,3,0,17
UCL421006,0,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,13,0,0,14
UCL421007,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,3,14,9,0,21
UCL421008,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,3,15,8,0,20
UCL421009,0,0,0,0,0,0,0,0,0,6,11,0,20,0,0,0,20,7,0,24
UCL421010,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,8,3,0,15
UCL421011,0,0,0,0,0,0,0,0,0,0,7,0,9,4,0,4,9,10,0,26
UCL421012,0,0,0,0,0,0,0,0,0,5,7,0,13,0,0,3,13,12,0,22
UCL421013,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,0,11,4,0,24
UCL421014,0,0,0,0,0,0,0,0,0,6,6,0,14,0,0,0,17,9,0,24
UCL421015,0,0,0,0,0,0,0,0,0,6,8,0,15,0,0,0,18,19,0,33
UCL421016,0,0,0,0,0,0,0,0,0,8,4,0,6,0,0,0,6,4,0,13
UCL421017,0,0,0,0,0,0,0,0,0,9,15,0,21,0,0,0,21,12,0,41
UCL421018,0,0,0,0,0,0,3,0,4,4,6,0,11,0,0,0,10,9,0,18
UCL421019,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,9,7,0,21
UCL421020,0,0,0,0,0,0,0,0,0,7,13,0,23,3,0,3,28,7,0,30
UCL421021,0,0,0,0,0,0,0,0,0,9,7,0,18,0,0,0,18,3,0,23
UCL421022,0,0,0,0,0,0,0,0,0,15,13,3,25,0,0,0,26,13,0,41
UCL421023,0,0,0,0,0,0,0,0,0,8,11,0,21,0,0,0,20,15,0,35
UCL421024,0,0,0,0,0,0,0,0,0,10,11,0,21,0,0,0,23,7,0,32
UCL421025,0,0,0,0,0,0,0,0,0,7,13,0,22,0,0,0,22,6,0,30
UCL421026,0,0,0,0,0,0,0,0,0,7,12,0,20,0,0,0,20,4,0,23
UCL421027,0,0,0,0,0,0,0,0,0,13,10,0,22,5,0,5,23,14,0,36
UCL421028,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,6,3,0,11
UCL421029,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,6,0,8
UCL421030,0,0,0,0,0,0,0,0,0,4,11,0,18,0,0,6,23,8,0,28
UCL421031,0,0,0,0,0,0,0,0,0,10,3,0,10,0,0,0,9,3,0,17
UCL421032,0,0,0,0,0,0,0,0,0,5,6,0,13,0,0,3,16,13,0,23
UCL421033,0,0,0,0,0,0,4,0,4,6,7,0,14,0,0,0,14,17,0,32
UCL421034,0,0,0,0,0,0,0,0,0,6,12,3,23,6,0,6,30,22,0,49
UCL421035,0,0,0,0,0,0,0,0,0,7,11,3,24,0,0,0,20,24,0,51
UCL421036,0,0,0,0,0,0,0,0,0,9,6,0,12,0,0,0,19,7,0,21
UCL421037,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,11,9,0,19
UCL421038,0,0,0,0,0,0,0,0,0,7,8,0,17,0,0,0,17,21,0,36
UCL421039,0,0,0,0,0,0,0,0,0,10,3,0,12,0,0,0,12,8,0,19
UCL421040,0,0,0,0,0,0,0,0,0,7,5,0,16,0,0,0,15,13,0,22
UCL421041,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,8,6,0,20
UCL421042,0,0,0,0,0,0,0,0,0,5,6,0,13,0,0,0,11,5,0,16
UCL421043,0,0,0,0,0,0,0,0,0,7,6,0,15,0,0,0,15,12,0,28
UCL421044,0,0,0,0,0,0,0,0,0,5,11,0,13,0,0,0,18,7,0,22
UCL422001,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8
UCL422002,0,3,0,0,0,3,3,0,4,4,7,0,8,5,0,5,14,9,0,29
UCL422003,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,7,5,0,14
UCL422004,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,8,7,0,15
UCL422005,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,3,0,15
UCL422006,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,3,0,11
UCL422007,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,8
UCL422008,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,11,0,9
UCL422009,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,10,4,0,12
UCL422010,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3
UCL422011,0,0,0,0,0,0,0,0,0,4,7,0,8,0,0,0,8,0,0,8
UCL422012,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,8,0,19
UCL422013,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,11,5,0,23
UCL422014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
UCL422015,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,7,0,0,9
UCL422016,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,10,4,0,14
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,10
UCL422018,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
UCL422019,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,10,0,10
UCL422020,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,5,0,7
UCL422021,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,9,4,0,11
UCL422022,0,0,0,0,0,0,0,0,0,3,9,0,6,0,0,0,6,4,0,8
UCL422023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL422024,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7
UCL422025,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,12,9,0,16
UCL422026,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,22,0,24
UCL422027,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,10
UCL422028,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,3,0,10
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,11
UCL422030,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,3,0,10
UCL422031,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,4,0,11
UCL422032,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,0,0,11
UCL422033,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,3,0,9
UCL422034,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,7,10,0,18
UCL422035,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,8,14,0,21
UCL422036,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,14
UCL422037,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
UCL422038,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,0,0,4
UCL422039,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,3,0,8
UCL422040,0,0,0,0,0,0,0,0,0,7,3,0,7,0,0,0,7,19,0,27
UCL422041,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,5,0,15
UCL422042,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,4,0,14
UCL422043,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,14
UCL422044,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,4,4,0,15
UCL422045,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,4
UCL422046,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,6,6,0,9
UCL422047,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,8
UCL422048,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,10,0,15
UCL422049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
UCL422050,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,29,0,38
UCL422051,0,0,0,0,0,0,0,0,0,8,0,0,7,3,0,3,12,11,0,21
UCL422052,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7
UCL422053,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,9,14,0,22
UCL422054,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,3
UCL422055,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,8
UCL422056,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,9,10,0,20
UCL422057,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,9,0,8
UCL422058,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,6,0,0,6
UCL422059,0,0,0,0,0,0,0,0,0,7,4,3,13,0,0,0,14,5,0,18
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422061,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,5,0,12
UCL422062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5
UCL422063,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,10
