UCL_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
UCL113003,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,73,17,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,24,348,27,38,5,10,11,4,0,5,17,484,72,28,65,14,29,16,6,21,3,4,260,14,0,3,0,0,0,0,3,0,3,29,3,0,0,0,0,0,0,0,0,0,4,89,25,67,14,29,19,9,24,4,8,294,0,0,0,0,0,0,0,0,0,17,12,441,58,110,22,37,35,18,28,7,42,792
UCL113004,0,0,0,0,0,73,4,0,0,0,0,0,0,0,8,86,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,8,266,21,27,6,9,3,0,7,3,26,362,27,4,27,3,10,8,3,8,3,3,106,0,0,4,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,4,33,4,10,8,3,17,7,5,120,0,0,0,0,0,0,0,0,0,0,0,291,25,60,15,19,10,5,23,3,31,484
UCL113005,0,0,0,3,3,353,3,3,0,0,0,0,0,0,23,390,125,0,0,0,0,0,0,0,0,11,138,14,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,6,10,137,0,0,0,0,0,0,0,0,21,158,1284,74,44,10,15,8,3,7,3,78,1529,214,28,48,11,15,21,9,12,6,23,384,17,9,3,0,5,0,0,4,4,0,47,3,0,0,0,0,0,0,0,0,0,5,238,34,58,13,16,21,11,15,10,25,433,4,0,0,0,0,0,0,0,0,10,17,1527,109,96,26,28,26,10,20,16,113,1974
UCL113006,0,0,0,0,0,87,0,0,0,0,0,0,0,0,5,93,31,0,0,0,0,0,0,0,0,4,35,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,7,39,501,32,42,14,20,4,3,5,0,32,650,80,23,68,5,17,9,20,8,6,6,247,6,0,16,0,0,0,0,3,0,0,29,3,0,0,0,0,0,0,0,0,0,3,88,24,84,8,17,11,20,13,6,6,279,3,0,0,0,0,0,0,0,0,26,28,592,58,120,22,35,16,26,16,6,61,954
UCL113007,0,0,0,3,3,307,8,0,0,0,0,0,0,0,34,345,21,0,0,0,0,0,0,0,0,5,28,71,0,0,0,0,0,0,0,0,15,84,77,0,0,0,0,0,0,0,0,16,95,0,0,0,0,0,0,0,0,0,0,0,143,0,3,0,0,0,0,0,0,37,183,0,0,0,0,0,0,0,0,0,0,0,167,0,3,0,0,0,0,0,0,39,212,493,118,100,42,29,20,31,35,23,59,952,772,270,496,85,122,141,117,110,53,95,2250,289,59,79,20,37,56,52,76,60,128,856,14,11,7,0,0,0,0,0,0,4,35,1068,333,582,110,157,195,166,182,120,223,3141,3,0,0,0,0,0,0,0,0,7,14,1567,450,687,152,193,212,199,218,137,289,4102
UCL113008,0,0,0,3,3,55,0,0,0,0,0,0,0,0,9,64,12,0,0,0,0,0,0,0,0,10,21,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,14,26,295,17,11,8,6,0,3,0,5,29,372,48,18,22,4,9,17,8,10,17,3,148,9,0,4,0,0,0,3,9,4,3,32,0,0,0,0,0,0,0,0,0,0,0,54,18,20,6,9,14,15,16,19,9,181,6,0,0,0,0,0,0,0,0,41,49,352,31,30,14,16,14,19,18,28,78,601
UCL113009,0,0,0,9,9,185,0,3,0,0,0,0,0,0,12,208,57,0,0,0,0,0,0,0,0,7,64,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,0,0,0,0,9,84,1150,134,150,19,34,23,23,14,4,46,1607,219,47,37,6,7,6,8,9,5,11,359,14,3,3,4,0,3,0,3,3,8,44,0,0,3,0,0,0,0,0,0,0,3,237,51,42,8,3,7,5,10,5,23,409,4,0,0,0,0,0,0,0,0,11,13,1391,189,200,32,37,37,35,32,10,76,2022
UCL113010,0,0,0,0,0,67,3,0,0,0,0,0,0,0,5,82,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,25,528,36,41,6,4,3,4,3,0,20,652,57,18,45,9,25,6,4,0,0,7,178,3,0,0,0,0,0,3,3,0,0,14,3,0,0,0,0,0,0,0,0,0,5,65,17,45,14,27,6,11,4,3,14,195,0,0,0,0,0,0,0,0,0,7,3,593,54,85,22,29,11,14,9,4,38,861
UCL113011,0,0,0,0,0,138,0,0,0,0,0,0,0,0,3,145,37,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,49,604,30,40,5,7,0,3,13,3,24,724,141,41,47,8,8,3,14,18,3,16,288,17,7,13,6,0,0,3,5,0,4,53,3,0,0,0,0,0,0,0,4,0,12,162,50,63,11,10,3,14,22,12,16,359,5,0,0,0,0,0,0,0,0,0,8,769,80,103,18,17,3,19,28,9,46,1084
UCL113012,0,0,0,0,0,367,6,0,0,0,0,0,4,0,21,401,106,0,0,0,0,0,0,0,0,28,138,21,0,0,0,0,0,0,0,0,3,22,5,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,5,24,0,0,0,0,0,0,0,0,10,33,3,0,0,0,0,0,0,0,0,3,3,135,0,0,0,0,0,0,0,0,40,174,1519,109,112,29,20,23,14,5,9,98,1936,319,57,107,33,26,18,23,16,8,25,628,22,4,9,0,0,9,5,4,4,8,70,3,0,3,0,0,0,0,0,0,8,13,351,63,115,36,33,30,29,20,11,29,708,4,0,0,0,0,0,0,0,0,4,7,1873,173,225,62,45,49,49,24,22,136,2655
UCL113013,0,0,0,0,0,83,0,3,0,0,0,0,0,0,4,98,32,0,0,0,0,0,0,0,0,3,29,10,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5,48,358,41,47,6,11,4,4,0,0,30,509,78,19,49,5,27,13,3,5,3,19,226,6,3,8,0,3,3,0,3,0,4,42,0,0,0,0,0,0,0,0,0,0,0,84,22,59,10,31,18,4,11,3,24,266,3,0,0,0,0,0,0,0,0,3,8,446,67,104,16,39,23,10,18,5,56,788
UCL113014,0,0,0,0,0,32,0,0,0,0,0,0,0,0,3,33,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,273,35,68,16,7,17,3,10,0,17,452,63,28,102,16,28,18,24,15,9,11,319,10,3,0,0,0,0,0,3,3,3,35,0,0,0,0,0,0,0,0,0,0,0,72,33,110,19,32,20,26,21,13,15,357,0,0,0,0,0,0,0,0,0,0,3,345,73,171,36,40,38,29,27,22,31,811
UCL113015,0,0,0,3,4,273,3,3,0,3,0,0,3,3,12,294,43,0,0,0,0,0,0,0,0,3,52,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,8,63,1188,115,174,38,32,26,33,18,17,58,1697,266,40,87,9,5,14,21,12,3,21,490,18,9,3,0,0,3,0,3,4,16,55,4,0,0,0,0,0,0,0,0,0,11,291,49,99,14,6,17,25,14,5,44,559,7,0,0,0,0,0,0,0,0,5,12,1484,165,272,54,34,37,56,34,20,101,2262
UCL113016,0,0,0,0,0,90,0,0,0,0,0,0,0,0,4,97,36,0,0,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,52,553,36,49,10,3,5,5,3,0,27,702,135,31,43,12,8,4,6,12,3,8,263,23,0,4,0,0,0,0,0,4,0,32,0,0,3,0,0,0,0,0,0,0,3,156,34,55,12,6,6,6,15,9,6,300,0,0,0,0,0,0,0,0,0,7,5,715,73,98,24,14,11,16,20,6,33,1008
UCL113017,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,56,11,0,0,0,0,0,0,0,0,4,13,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,15,454,76,91,22,23,20,5,6,3,23,731,69,41,94,25,23,22,15,20,3,8,322,7,9,4,3,5,6,8,6,4,0,49,0,0,0,0,0,0,0,0,0,0,0,76,52,101,28,25,23,27,30,3,9,373,0,0,0,0,0,0,0,0,0,0,0,530,127,193,46,52,41,36,34,7,35,1103
UCL113018,0,0,0,0,0,229,3,3,0,0,0,0,0,0,7,234,46,0,0,0,0,0,0,0,0,5,48,11,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,13,69,935,37,27,9,3,3,7,3,0,49,1069,193,14,14,4,3,0,4,3,0,3,240,29,3,3,0,0,0,0,3,0,6,44,0,0,0,0,0,0,0,0,0,0,0,222,16,14,3,3,0,4,6,0,13,291,4,0,0,0,0,0,0,0,0,0,4,1161,58,42,9,9,3,9,12,3,57,1360
UCL113019,0,0,0,4,3,186,0,0,0,0,0,0,0,0,10,202,54,0,0,0,0,0,0,0,0,10,63,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,12,59,3,0,0,0,0,0,0,0,18,82,772,61,38,5,7,3,4,8,0,43,941,130,55,95,18,32,11,20,8,8,14,395,8,4,14,3,0,0,3,4,3,3,48,3,0,0,0,0,0,0,0,0,0,7,141,63,111,19,33,12,22,13,12,23,445,3,0,0,0,0,0,0,0,0,16,19,915,122,150,25,41,10,26,22,14,82,1404
UCL113020,0,0,0,0,3,291,5,0,0,0,0,0,0,0,6,301,55,0,0,0,0,0,0,0,0,5,61,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,5,68,1086,63,68,6,12,6,12,3,3,37,1297,204,16,50,3,11,6,13,9,6,14,340,18,8,0,0,0,4,0,4,5,0,35,3,0,0,0,0,0,0,0,0,0,6,227,24,48,3,15,8,13,10,13,13,373,9,0,0,0,0,0,0,0,0,0,11,1322,83,114,9,25,14,22,17,15,47,1675
UCL114001,0,0,0,0,0,81,3,0,0,0,0,0,0,0,3,90,25,0,0,0,0,0,0,0,0,3,26,4,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,5,38,314,32,22,5,4,10,5,0,0,15,412,45,15,18,0,0,0,0,0,5,5,91,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,49,15,22,0,0,0,0,0,5,6,99,3,0,0,0,0,0,0,0,0,0,0,372,50,47,5,4,10,5,0,3,25,518
UCL114002,0,0,0,0,0,73,0,3,0,0,0,0,0,0,7,79,11,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,377,35,40,10,6,4,0,4,4,17,501,77,6,9,0,0,3,0,5,0,0,108,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,79,6,11,0,0,3,0,5,0,0,112,0,0,0,0,0,0,0,0,0,0,0,457,41,52,10,8,10,0,8,5,20,615
UCL114003,0,0,0,0,0,55,0,0,0,0,0,0,0,0,4,58,32,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,37,668,139,130,20,36,31,41,39,34,65,1211,147,41,71,30,31,40,44,52,17,23,491,3,0,0,0,0,0,0,10,8,6,26,0,0,0,0,0,0,0,0,0,0,3,151,38,75,30,32,46,45,59,28,29,527,0,0,0,0,0,0,0,0,0,4,4,821,183,200,51,70,75,83,93,67,101,1745
UCL114004,0,0,0,0,3,159,0,0,0,0,0,0,0,0,11,178,50,3,0,0,0,0,0,0,0,6,60,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,10,71,624,30,25,4,10,6,3,6,4,45,759,59,8,18,3,9,4,0,0,0,5,106,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,57,7,18,4,9,4,0,0,0,5,110,4,0,0,0,0,0,0,0,0,0,8,687,39,41,10,12,8,3,8,6,56,873
UCL114005,0,0,0,0,3,76,0,3,0,0,0,0,0,0,4,77,13,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,25,277,19,20,0,3,0,3,4,0,23,351,42,9,18,3,3,6,6,5,0,12,112,3,3,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,49,17,22,3,3,10,6,5,0,13,129,3,0,0,0,0,0,0,0,0,0,3,326,29,43,3,6,10,14,8,0,31,480
UCL114006,0,0,0,0,0,144,0,3,3,0,0,0,0,0,3,149,30,0,0,0,0,0,0,0,0,4,35,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,54,455,25,17,8,9,0,0,0,0,19,537,185,25,32,0,4,3,8,16,0,9,283,14,5,3,3,0,0,3,3,0,5,43,3,0,3,0,0,0,0,0,0,0,3,200,31,39,4,3,3,7,19,0,16,333,0,0,0,0,0,0,0,0,0,70,76,658,61,55,6,15,3,7,19,3,112,947
UCL114007,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,41,17,0,0,0,0,0,0,0,0,3,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,3,24,222,7,14,3,0,0,3,4,0,8,263,27,4,13,3,3,6,8,9,0,0,80,3,0,3,3,0,0,6,4,0,5,23,0,0,0,0,0,0,0,0,0,0,0,29,6,14,6,3,12,16,13,3,3,106,0,0,0,0,0,0,0,0,0,3,3,252,16,28,8,9,8,16,19,3,15,369
UCL114008,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,63,12,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,23,238,10,9,5,0,3,0,4,0,12,286,31,4,20,0,11,3,11,4,0,3,86,5,0,3,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,35,4,25,0,11,3,11,6,0,3,101,0,0,0,0,0,0,0,0,0,0,3,276,18,32,7,14,6,11,10,3,18,387
UCL114009,0,0,0,0,0,68,0,0,0,0,0,0,0,0,8,74,17,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4,34,265,16,18,3,0,0,0,0,0,9,314,56,15,20,0,10,3,0,3,4,12,118,9,3,3,0,0,0,3,3,0,8,29,3,4,0,0,0,0,0,0,0,0,5,65,21,22,3,8,3,3,3,3,17,152,0,0,0,0,0,0,0,0,0,0,4,330,40,41,3,12,3,3,4,3,30,465
UCL114010,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,37,12,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,21,170,16,10,3,3,11,6,3,0,27,251,34,14,26,3,22,13,15,13,6,3,147,4,0,0,0,0,5,20,16,4,9,66,0,0,0,0,0,0,0,0,0,0,0,38,14,31,3,24,16,32,34,11,11,212,3,0,0,0,0,0,0,0,0,0,4,210,33,36,8,26,23,41,34,11,37,462
UCL114011,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,135,20,16,0,6,0,3,3,4,13,187,35,10,25,4,13,9,4,0,0,0,91,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,38,9,25,4,13,9,4,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,174,26,38,3,21,9,9,3,4,10,297
UCL114012,0,0,0,0,0,29,3,0,0,0,0,0,0,0,3,33,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,205,14,6,0,7,0,0,0,0,11,241,29,16,16,3,4,0,8,7,3,4,88,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,27,18,16,5,7,0,8,10,3,5,104,0,0,0,0,0,0,0,0,0,0,0,233,31,27,5,15,0,6,10,3,21,349
UCL114013,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,12,143,20,24,4,15,6,9,4,4,23,250,37,17,37,11,12,8,4,3,3,8,143,3,0,3,3,3,3,0,6,0,4,29,0,0,0,0,0,0,0,0,0,0,0,41,17,42,15,10,8,9,11,6,13,174,0,0,0,0,0,0,0,0,0,0,4,185,43,61,14,26,19,11,16,10,32,427
UCL114014,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,26,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,19,341,57,74,8,3,9,10,3,0,17,528,50,26,27,4,3,17,3,3,0,0,129,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,26,28,8,4,15,3,3,0,0,140,0,0,0,0,0,0,0,0,0,0,0,389,83,105,14,9,31,14,3,0,21,670
UCL114015,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,46,14,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,214,16,12,5,10,3,9,3,0,24,296,40,12,69,17,30,22,27,25,3,12,263,3,3,12,3,3,3,9,7,4,3,50,3,0,3,0,4,0,0,0,0,0,9,44,18,89,22,33,29,32,32,5,15,317,0,0,0,0,0,0,0,0,0,0,0,258,33,101,28,43,34,38,39,4,36,616
