SED_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED22802,28,212,9,69,33,7,4,4,3,362,8,60,0,7,8,5,0,0,0,83,201,1287,66,222,333,119,11,38,20,2312,0,3,3,11,0,3,0,4,0,28,106,176,42,197,207,71,3,14,8,821,130,197,78,422,359,129,6,42,10,1376,174,127,293,668,543,224,31,143,19,2216,16,3,17,49,91,36,4,18,0,245,16,28,22,97,100,32,4,20,0,317,9,15,9,8,28,21,4,3,0,94,20,35,14,76,57,33,4,39,22,303,783,2422,551,1836,1808,697,75,325,90,8597,10,19,0,0,3,0,0,0,0,36,14,67,0,3,5,0,0,0,0,92,137,371,19,22,57,31,9,10,4,641,10,28,0,0,3,0,0,0,0,43,53,318,16,76,45,13,0,7,4,535,23,78,5,13,12,3,0,0,0,133,552,2015,166,310,451,192,40,106,27,3867,3,4,10,11,6,3,3,4,0,36
SED22901,32,255,4,46,41,12,0,3,0,389,7,71,0,9,10,4,0,0,0,101,296,1724,92,289,558,208,11,56,39,3266,0,0,0,5,6,0,0,0,0,15,77,203,32,147,188,46,7,29,8,738,117,147,62,339,315,105,5,39,11,1142,127,87,174,504,409,174,34,96,22,1615,9,6,9,34,52,36,3,5,5,167,25,19,12,80,90,45,4,19,0,301,11,21,7,11,37,12,0,4,0,104,21,29,13,31,62,31,0,22,26,235,829,3132,426,1540,1896,702,85,293,128,9019,8,28,0,7,4,0,0,0,0,44,23,210,6,8,8,0,4,0,0,270,302,870,56,55,209,86,13,31,21,1639,14,41,0,3,0,6,0,0,0,66,81,383,26,59,61,17,7,14,4,646,18,82,3,6,11,5,0,0,0,128,880,3101,309,397,844,379,93,171,72,6250,3,0,0,5,6,0,0,0,0,16
SED23007,78,405,5,63,51,17,0,3,8,628,23,85,3,11,17,0,0,3,0,145,568,2357,146,521,836,349,27,214,51,5079,0,8,0,7,3,6,0,3,0,26,105,132,47,147,142,66,16,40,14,702,133,166,98,383,258,129,11,83,15,1279,104,120,180,442,296,150,49,118,27,1482,13,5,9,38,35,38,12,16,3,162,11,24,9,92,75,44,3,29,4,297,19,33,6,30,31,21,0,5,3,147,13,40,25,51,38,27,5,34,33,267,1293,4346,567,1889,1979,930,136,626,185,11951,10,27,0,0,11,0,0,0,0,51,36,310,11,6,11,7,0,4,0,382,431,1479,127,195,363,221,96,233,56,3198,28,78,5,9,7,12,8,4,3,149,119,619,15,82,77,26,13,16,10,975,44,125,8,15,20,4,0,4,0,213,1315,4392,552,824,1345,714,272,596,138,10160,0,5,3,7,3,9,4,4,0,34
SED23101,34,318,7,43,50,10,0,4,4,476,10,52,0,9,14,0,0,0,0,95,442,1988,111,330,745,260,16,80,41,4009,0,0,0,5,4,0,0,0,0,11,81,184,36,105,164,57,7,25,12,664,104,138,47,215,231,89,9,42,3,882,68,76,115,297,214,96,8,51,10,938,8,6,9,25,26,19,0,10,0,107,16,21,13,55,69,28,5,9,3,213,17,28,3,15,22,11,0,9,0,106,17,41,7,25,42,17,0,7,14,175,997,3755,391,1189,1824,653,47,247,108,9211,6,35,0,3,7,0,0,0,0,56,63,393,6,8,12,6,0,0,3,494,478,1409,112,105,364,139,33,56,27,2715,22,69,3,7,22,4,0,0,3,129,85,485,23,60,72,19,3,11,9,761,35,75,9,15,23,6,0,0,0,159,1185,3838,390,487,1094,497,93,221,92,7890,4,4,3,4,4,0,4,0,0,22
SED23205,22,262,6,66,27,18,0,0,3,404,8,47,0,8,12,0,0,0,0,79,245,1489,49,234,287,126,3,51,16,2499,3,3,0,7,5,3,0,0,0,26,69,210,23,141,170,72,3,12,6,713,137,198,66,390,273,133,5,52,10,1258,134,120,264,693,443,235,47,146,15,2087,24,8,15,42,50,34,6,24,7,198,24,21,21,106,92,37,3,21,4,344,5,24,3,13,19,13,4,11,0,89,24,44,11,67,51,30,3,32,31,302,766,2820,473,1806,1472,708,76,349,85,8557,5,27,0,7,0,0,0,0,0,35,12,99,4,0,7,0,0,0,0,126,154,504,23,46,57,25,16,15,11,850,11,35,0,7,7,4,0,0,0,62,50,356,15,77,45,18,0,5,3,582,26,74,3,9,18,3,0,3,0,138,542,2304,177,344,396,223,62,134,34,4213,3,4,6,15,5,4,4,0,0,39
SED23308,61,418,14,70,47,7,0,3,3,620,31,94,0,10,20,0,0,0,3,145,348,2196,85,378,452,162,8,40,34,3705,8,0,0,16,3,0,0,0,0,29,108,252,39,167,159,57,9,9,10,806,128,184,76,356,278,102,8,32,9,1173,134,121,300,691,434,240,29,143,25,2118,9,15,11,51,42,41,0,15,0,184,27,25,15,93,62,39,0,22,3,284,9,23,3,13,16,3,0,4,0,68,22,49,22,51,48,32,5,29,24,275,1000,3997,587,1944,1627,705,69,301,118,10345,7,40,0,0,3,0,0,3,0,56,29,329,6,3,10,4,0,0,3,386,229,780,47,81,85,38,27,33,14,1335,18,45,0,5,5,3,0,0,0,81,113,606,26,97,61,10,7,11,6,928,38,132,7,12,25,0,0,3,3,215,861,3646,239,552,651,300,84,169,75,6575,8,7,5,17,4,0,0,0,0,41
SED23402,42,296,6,68,44,11,0,10,0,485,8,71,0,11,10,0,0,3,0,105,262,1703,65,242,400,149,4,62,24,2917,0,3,0,9,4,3,0,0,0,25,91,190,35,165,247,55,8,24,8,826,195,262,82,489,396,164,13,49,15,1663,156,140,316,674,684,288,49,146,24,2480,18,10,9,50,96,56,9,31,0,281,41,31,24,103,115,54,13,23,4,403,7,28,6,14,28,15,0,6,0,93,24,42,11,59,67,44,4,23,21,297,945,3221,580,1913,2165,856,105,368,114,10257,8,22,0,0,3,0,0,0,0,36,21,144,5,3,4,0,0,0,0,179,220,616,29,33,101,35,17,19,10,1069,15,39,0,3,3,0,0,0,3,70,97,402,18,85,53,17,13,7,3,697,24,78,5,14,15,0,0,3,3,148,714,2635,211,354,556,265,68,152,45,4998,3,5,3,12,8,3,0,0,0,41
SED23502,47,230,5,45,29,3,0,0,0,361,3,59,0,7,3,0,0,0,0,79,184,1078,38,159,179,38,4,40,16,1730,0,3,0,5,3,0,0,0,0,12,86,160,23,135,103,19,3,21,0,552,125,168,45,292,203,58,10,50,11,957,145,123,270,667,396,198,27,190,10,2024,24,9,18,79,69,44,3,30,3,275,29,11,17,104,60,43,3,26,0,292,15,8,11,15,9,3,0,6,0,69,51,44,11,85,55,51,9,57,25,384,762,2077,438,1605,1131,458,53,432,73,7028,0,13,0,0,0,0,0,0,0,13,22,54,0,3,3,0,0,0,0,82,84,209,8,20,19,5,0,11,0,364,11,27,0,0,0,0,0,0,0,36,70,297,10,62,27,10,3,4,3,490,10,67,0,10,8,3,0,0,0,96,367,1536,80,226,225,54,20,77,26,2610,0,6,0,5,3,0,0,3,0,24
SED23602,39,198,5,60,23,8,0,4,3,341,14,58,0,3,11,0,0,0,0,91,229,1137,48,156,159,55,5,43,19,1841,4,4,0,8,0,7,0,0,0,22,97,159,20,120,96,31,3,27,5,553,126,151,36,284,183,55,8,43,15,898,196,96,273,525,390,203,21,170,20,1899,27,10,11,32,57,35,3,31,0,204,42,16,18,98,59,32,3,20,0,286,14,13,3,12,10,8,0,12,3,81,52,38,23,53,35,49,6,39,24,328,899,2139,436,1365,1037,491,46,396,90,6900,0,18,0,0,0,0,0,0,0,20,9,55,0,0,0,0,0,3,0,70,101,279,6,23,22,7,0,10,3,449,4,31,0,3,0,0,0,0,0,47,71,280,14,63,33,4,3,6,3,482,31,67,5,6,11,0,0,3,0,118,511,1693,112,217,200,80,22,81,19,2944,5,6,3,7,0,7,0,0,0,30
SED23702,41,214,3,60,34,5,0,0,3,366,9,61,0,3,14,0,0,0,0,86,202,1329,45,207,259,128,9,33,20,2232,5,5,0,10,10,3,0,0,0,28,110,197,42,193,199,54,0,20,3,829,139,218,86,509,384,155,10,55,14,1577,207,181,428,913,740,306,33,189,36,3036,13,10,17,78,104,51,7,21,0,300,27,22,28,150,129,60,7,25,3,448,5,20,10,17,43,4,0,12,3,122,32,57,26,97,86,47,7,37,33,416,837,2563,692,2260,2015,829,74,400,124,9796,3,13,0,0,3,0,0,0,0,19,7,53,0,0,0,0,0,0,0,65,88,289,8,22,22,15,3,3,5,457,4,29,3,3,0,0,0,0,0,40,72,304,5,71,46,17,4,7,3,527,27,65,5,7,14,5,0,0,0,124,456,1890,146,279,344,189,35,75,32,3454,7,7,3,11,13,3,0,4,0,46
SED23806,135,548,10,51,109,23,0,4,3,886,34,106,0,3,22,6,0,0,3,174,1003,3532,130,438,968,364,10,104,73,6629,0,3,0,8,0,0,0,0,0,15,131,189,29,113,173,72,3,3,16,725,118,147,41,148,252,113,3,17,4,848,83,80,88,193,175,97,3,16,4,736,14,13,8,17,27,8,0,3,0,93,34,22,10,44,74,29,3,3,0,229,21,57,3,14,30,13,0,0,0,146,21,53,6,21,48,13,0,8,15,185,2084,6646,359,1145,2170,815,26,188,151,13582,23,76,4,0,9,3,0,0,0,125,135,934,5,6,37,9,7,3,7,1145,1047,2623,103,122,438,176,16,74,63,4657,62,149,0,7,15,6,0,0,0,240,262,874,19,74,155,35,0,6,18,1440,47,143,3,10,28,10,0,0,3,251,2496,7150,383,666,1386,703,75,260,162,13287,3,12,0,9,0,3,0,0,0,29
SED23901,87,537,11,58,87,13,0,0,3,802,20,106,4,8,20,0,0,0,3,168,577,2719,135,328,708,233,11,42,46,4798,7,0,0,4,3,3,0,0,0,19,92,224,33,126,201,62,3,20,12,764,106,166,43,199,252,76,5,24,10,880,66,81,161,340,254,111,10,44,13,1072,6,3,7,32,37,13,0,7,0,111,19,23,19,56,78,23,4,14,3,242,13,31,7,18,28,18,0,3,3,114,18,60,15,32,40,22,7,8,26,226,1255,5315,459,1271,1885,595,41,185,143,11150,7,49,0,3,9,3,0,0,0,72,84,701,6,8,17,0,0,3,4,839,612,1784,81,101,249,85,29,53,39,3031,30,94,0,11,19,8,0,3,3,155,188,827,31,82,130,18,3,15,5,1299,36,139,9,10,25,4,3,4,6,238,1487,4989,362,536,1079,469,98,168,94,9285,6,0,0,15,3,4,0,0,0,35
SED24006,102,438,19,53,85,18,0,4,3,725,18,73,4,3,11,4,0,0,0,113,792,2874,95,326,869,337,10,65,75,5439,3,3,0,3,3,0,0,0,0,14,125,216,31,92,183,68,4,16,3,742,116,109,35,153,221,79,0,20,9,743,71,48,94,145,156,80,3,22,0,619,9,3,7,13,30,17,0,9,0,93,28,24,6,38,76,29,0,3,9,221,21,53,3,12,26,12,0,3,6,137,35,55,4,21,46,18,0,12,19,200,1698,5280,310,921,1909,713,21,151,156,11166,13,57,0,0,7,0,0,0,0,83,110,880,4,5,25,7,0,3,7,1037,843,1936,77,80,287,129,14,31,58,3456,42,108,3,8,20,4,0,0,0,183,238,687,29,60,112,30,4,9,12,1176,38,103,3,3,19,8,0,0,0,168,2172,5803,311,525,1240,620,66,178,159,11072,8,7,0,3,3,0,0,0,0,20
SED24105,28,137,3,54,23,12,0,4,0,267,3,45,0,3,10,0,0,0,0,59,262,1286,91,302,573,245,20,130,25,2930,3,5,0,7,3,4,0,0,0,26,58,114,34,119,184,56,8,42,8,624,77,126,89,336,279,135,17,63,19,1134,92,47,161,469,272,139,52,137,18,1385,8,7,8,32,39,20,9,21,0,157,19,15,16,73,68,26,4,25,0,259,15,26,13,29,21,17,0,16,0,133,16,35,17,48,52,34,12,53,37,303,674,2288,447,1538,1680,737,127,514,122,8125,4,10,3,0,3,0,0,0,0,22,16,148,5,4,4,0,0,3,3,197,227,699,66,96,197,109,44,69,20,1528,7,32,0,0,12,8,0,0,0,65,61,228,11,64,42,11,11,7,6,439,12,65,7,3,7,3,0,0,0,97,693,2425,378,442,871,422,229,308,56,5829,4,7,4,11,7,7,4,3,3,52
SED24207,22,180,5,64,22,10,3,3,3,310,7,37,0,3,10,0,0,0,0,60,318,1761,138,366,791,285,43,119,39,3864,3,6,0,4,9,5,3,0,0,30,79,115,33,167,185,67,16,31,7,707,121,175,83,412,303,139,23,58,28,1339,116,80,240,536,418,192,71,157,27,1847,13,10,10,30,53,42,11,25,0,195,23,19,17,116,106,59,3,50,6,417,11,29,7,20,24,12,3,15,0,123,16,30,21,73,59,48,20,59,40,360,807,2847,574,1872,2120,916,194,533,161,10027,3,15,0,0,0,3,0,0,0,32,12,111,5,3,11,0,0,3,3,149,218,677,52,95,217,90,65,38,26,1469,17,40,3,3,20,5,3,3,0,97,46,266,10,72,29,13,11,8,4,469,14,51,0,7,18,0,3,0,0,91,812,2952,435,546,1160,468,337,314,94,7113,8,6,3,7,8,5,7,7,0,46
SED24308,16,199,7,45,15,3,0,0,0,283,10,38,0,0,3,0,0,0,0,54,137,1124,41,208,255,87,12,41,25,1928,3,0,3,11,7,0,0,0,0,18,58,141,38,136,119,36,4,25,7,561,92,161,68,369,244,104,16,47,15,1101,126,121,276,785,474,272,42,217,34,2356,14,12,11,59,46,48,4,43,0,244,18,18,14,122,83,39,13,30,5,331,7,15,11,16,16,12,0,7,4,84,14,32,12,61,50,38,13,47,35,307,544,2112,487,1841,1330,649,110,450,124,7644,0,14,0,0,3,0,0,0,0,19,9,79,0,0,7,0,0,0,0,105,111,293,17,41,35,16,12,11,14,553,6,34,0,3,3,0,0,0,0,46,43,269,11,57,23,3,3,0,3,408,14,51,0,3,14,3,0,0,3,87,357,1750,152,303,364,156,66,90,52,3288,8,3,3,8,3,4,3,0,0,30
SED24408,45,238,0,44,30,9,0,3,4,371,14,54,0,3,6,0,0,0,0,81,269,1361,35,174,189,43,4,37,7,2123,0,6,0,9,3,0,0,0,0,14,142,200,24,125,108,29,7,27,8,668,140,171,41,316,203,56,10,24,3,966,188,107,233,673,415,184,17,148,14,1980,22,12,10,58,87,39,3,48,0,274,54,22,22,93,81,30,3,33,0,333,17,21,0,16,7,5,3,3,0,69,58,49,15,60,47,37,4,41,22,339,1002,2473,386,1579,1204,441,48,355,65,7542,3,19,0,0,0,0,0,0,0,23,21,93,3,3,3,0,0,0,5,127,94,245,7,15,25,13,7,3,3,399,8,17,0,3,0,0,0,0,0,33,78,318,4,48,35,6,0,5,3,501,31,72,3,6,8,0,0,0,3,122,575,1874,76,227,237,73,23,74,20,3176,4,6,3,9,3,0,0,0,0,23
SED24504,84,388,10,68,56,5,0,4,4,631,20,65,0,10,9,4,0,0,0,104,393,1590,87,294,363,104,9,54,27,2913,6,3,0,3,0,0,0,0,0,15,128,219,38,153,139,48,3,29,8,767,133,171,60,299,258,61,8,46,15,1044,102,96,234,474,342,173,18,119,15,1570,20,14,9,45,60,35,0,24,0,214,34,20,16,101,90,39,3,21,3,333,5,24,4,8,20,5,0,15,0,95,20,55,20,78,66,31,3,29,15,316,1084,3194,494,1563,1444,520,42,355,92,8811,9,26,0,8,3,0,0,0,0,36,46,230,8,13,8,3,0,4,8,309,282,663,21,38,61,14,3,10,10,1105,14,55,0,0,8,0,0,0,3,80,160,554,27,90,74,16,4,11,6,942,27,90,4,14,13,3,0,0,0,161,924,2606,213,431,488,187,40,124,41,5046,4,10,0,4,3,3,0,0,0,24
SED24606,98,394,8,43,100,17,0,4,3,680,14,65,0,11,12,4,0,0,0,104,917,2959,111,340,839,356,12,80,72,5689,4,0,0,3,0,0,0,0,0,9,118,207,23,99,205,84,3,7,3,758,120,156,55,138,200,94,3,16,15,787,64,63,73,138,166,76,3,28,16,631,10,4,4,9,26,21,0,10,0,89,26,33,6,49,82,32,0,11,3,236,24,48,7,8,22,18,0,3,3,123,24,45,9,23,34,18,0,11,22,191,1799,5323,323,928,1905,802,22,192,171,11472,20,58,4,3,3,0,0,0,0,92,83,673,3,3,17,4,0,0,18,807,868,1950,60,93,345,149,13,48,56,3585,27,123,4,3,21,13,0,0,5,199,211,640,16,54,134,36,3,12,12,1112,28,86,4,9,15,6,0,0,0,146,2380,5982,315,502,1218,682,62,195,177,11517,4,10,4,6,0,5,0,0,0,23
SED24703,145,607,12,78,111,25,0,8,8,990,26,145,0,9,25,12,0,0,5,218,1264,5039,344,1226,1387,790,37,354,121,10547,0,0,6,10,4,0,0,3,0,29,140,186,61,140,169,97,5,28,7,838,171,213,126,362,227,153,3,61,24,1348,87,82,166,303,220,164,7,44,20,1094,10,9,7,43,43,23,0,14,0,147,30,44,19,58,63,26,3,20,5,263,36,73,15,38,29,25,0,18,8,244,24,62,14,61,44,24,0,24,33,284,2617,9698,859,2538,2877,1555,66,646,286,21138,13,78,3,3,10,3,0,3,0,110,178,1595,10,9,51,9,0,3,14,1872,1183,4657,236,311,797,346,33,161,103,7830,52,156,10,6,20,9,5,4,4,264,263,991,24,93,177,34,5,23,11,1619,54,219,0,11,42,14,3,3,3,346,2800,10804,930,1881,2264,1311,194,857,271,21315,8,5,12,15,4,5,0,6,0,52
SED24808,21,203,0,74,17,16,3,6,0,344,5,51,0,4,10,0,0,0,0,78,183,1291,57,223,333,117,23,37,21,2291,0,3,3,15,5,3,0,0,0,34,90,137,32,169,172,54,10,24,5,696,135,182,75,514,358,94,17,46,19,1438,167,151,271,866,695,294,70,162,25,2707,17,12,10,53,84,66,9,30,0,271,35,23,22,153,112,45,13,27,10,435,5,12,6,19,25,12,0,5,0,83,31,42,12,79,66,44,12,39,30,344,746,2375,498,2209,1937,759,165,389,111,9186,0,16,0,3,3,0,0,0,0,26,13,70,6,3,4,3,0,0,0,99,125,396,31,59,99,28,31,18,12,797,3,23,0,5,3,3,3,0,3,40,49,288,9,83,26,19,3,4,3,486,14,69,0,5,14,0,0,0,0,109,440,1889,191,322,487,192,112,100,46,3781,0,4,3,18,5,4,6,3,0,48
SED24904,24,248,3,53,17,3,0,0,0,352,11,30,0,8,4,0,0,0,0,54,186,1387,32,137,163,38,4,53,12,2020,0,0,3,4,3,3,0,3,0,16,75,180,16,135,72,35,4,29,6,553,109,152,48,344,217,65,0,36,13,987,149,129,240,625,491,242,24,177,20,2113,18,7,10,49,73,77,12,23,5,261,31,12,13,101,79,55,4,28,3,320,6,18,7,7,11,4,0,16,3,68,30,64,13,69,64,67,5,57,37,399,702,2442,379,1551,1204,586,61,432,101,7437,3,7,0,0,0,0,0,0,0,14,10,48,0,0,0,0,0,0,0,66,83,253,3,23,10,4,0,11,0,388,3,27,0,0,0,0,0,0,0,40,51,325,5,55,22,3,0,4,0,475,17,39,3,4,4,0,0,0,0,72,443,2013,75,209,211,61,19,103,19,3147,4,0,3,6,3,4,0,8,0,31
SED25003,40,208,0,53,26,10,0,3,3,343,0,45,0,4,0,0,0,0,0,57,236,1578,71,301,488,230,14,89,26,3032,0,0,0,12,3,8,0,0,0,23,81,157,41,153,177,84,8,35,10,737,110,180,68,449,352,133,7,43,19,1355,121,129,241,637,470,256,35,124,20,2037,8,10,7,44,87,42,6,16,4,235,29,28,20,107,136,46,10,25,5,405,8,26,16,25,35,20,6,8,0,139,14,44,9,86,70,59,10,35,35,367,717,2783,500,1945,1953,912,103,424,118,9457,4,22,0,0,3,0,0,0,0,28,17,143,4,3,9,3,0,4,0,187,222,632,63,104,176,65,51,65,18,1395,6,38,0,9,20,6,0,0,3,81,60,277,12,67,44,10,9,8,4,483,4,60,8,11,5,0,0,0,0,90,651,2594,279,453,762,399,178,214,55,5595,3,0,0,9,8,6,0,3,0,35
SED25102,56,388,9,64,45,14,3,6,4,596,19,75,0,5,18,0,0,0,0,124,318,1764,81,288,386,119,11,63,29,3058,7,7,0,12,3,3,0,0,0,27,95,234,50,163,214,40,0,22,12,828,137,225,92,362,304,103,6,33,13,1282,136,134,249,577,485,190,27,94,26,1920,12,9,9,34,49,19,0,21,0,158,28,30,11,87,100,33,3,15,3,316,10,27,4,14,21,4,0,3,0,94,18,38,18,56,38,27,5,30,23,264,960,3537,544,1712,1729,573,62,292,121,9523,6,32,0,0,3,0,0,3,0,41,58,263,3,6,10,0,0,0,4,339,238,688,14,39,71,22,5,7,8,1108,19,47,0,3,7,0,0,0,0,79,125,553,12,79,64,22,14,16,7,895,40,96,4,19,22,0,0,4,0,186,812,2886,232,405,506,201,52,140,54,5282,7,6,7,13,3,3,0,0,0,38
