SED_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED30063,20313,20136,40448,7613,4019,11630,2026,4402,6426,632,559,1190,791,673,1457,11052,9648,20702,7695,9099,16801,7.2,7,7,54.4,47.9,51.2,50.6,44.6,47.6,199,253,450,119,314,435,986,1895,2882,1123,1847,2968,5393,2607,8000,242,428,669,334,542,877,5967,3577,9539,19343,19169,38504,3536,3638,7170,13147,12643,25786,8503,8969,17473
SED30064,19935,21666,41599,7905,4351,12254,2731,5814,8541,571,619,1188,946,827,1776,12159,11604,23765,6397,8718,15117,7.8,7.1,7.5,61,53.6,57.1,56.2,49.8,52.8,376,493,865,211,499,710,1537,2814,4351,1524,2590,4114,6123,2948,9066,217,332,548,358,542,898,6697,3818,10516,18465,19764,38230,4113,4421,8540,11734,12172,23900,10012,11022,21035
SED30065,20641,22367,43014,7473,4332,11807,3161,6118,9279,546,521,1066,843,716,1561,12021,11688,23710,7213,9212,16424,7,6.1,6.6,58.2,52.3,55.1,54.2,49,51.5,719,700,1420,323,603,924,2565,3450,6018,1907,2941,4850,5618,2464,8083,144,304,442,416,665,1077,6178,3426,9608,18670,19802,38472,4293,4690,8980,11110,11726,22839,11394,12286,23682
SED30066,22001,23099,45097,11171,7494,18661,2886,5228,8117,645,820,1468,1075,904,1983,15773,14454,30223,5003,7246,12248,6.8,6.3,6.6,71.7,62.6,67,66.8,58.6,62.6,967,1038,2012,399,625,1025,3306,4444,7754,2021,2466,4491,4961,2441,7403,237,275,514,321,419,745,5525,3138,8661,19786,20327,40117,4821,4905,9719,11784,12358,24148,11808,11883,23686
SED30067,20524,21431,41954,10708,6254,16960,2447,5679,8129,649,727,1372,958,914,1869,14759,13565,28325,4738,6867,11605,6.5,6.7,6.6,71.9,63.3,67.5,67.3,59.1,63.1,481,489,974,247,467,713,1789,2902,4691,1834,2496,4332,5997,3014,9009,216,373,587,323,496,818,6530,3878,10416,20512,21029,41547,3949,4110,8061,13152,13313,26465,10134,10738,20868
SED30068,21950,23868,45820,6687,3790,10483,2228,4396,6628,568,567,1132,1210,1074,2285,10699,9830,20525,9504,12028,21535,11.3,10.9,11.1,48.7,41.2,44.8,43.2,36.7,39.8,268,331,593,164,331,496,1138,1844,2979,1436,2266,3703,6114,3066,9179,249,421,664,384,606,993,6741,4099,10840,19336,20565,39899,4353,4625,8980,11720,12454,24174,11185,12018,23200
SED30069,19717,21932,41649,7831,4794,12629,2252,4663,6918,525,634,1164,1007,895,1902,11618,10989,22610,6715,9318,16039,8.7,8.1,8.4,58.9,50.1,54.3,53.8,46,49.7,441,495,938,207,441,646,1452,2595,4044,1571,2337,3909,5453,2662,8116,196,305,505,369,567,938,6022,3538,9557,17758,19129,36887,3697,4091,7779,11221,12026,23246,9651,10592,20244
SED30070,20270,21538,41806,9106,5235,14342,2290,5425,7712,538,636,1171,837,721,1565,12773,12017,24788,6479,8492,14968,6.6,6,6.3,63,55.8,59.3,58.9,52.4,55.6,463,502,964,225,443,670,1641,2591,4233,1648,2554,4205,6524,2833,9356,179,351,528,359,593,950,7057,3776,10838,19539,20293,39829,3863,4081,7947,12076,12497,24570,10560,11175,21732
SED30071,18933,20385,39326,8118,5002,13118,1981,4444,6429,558,643,1198,1344,926,2274,12005,11017,23014,5219,7734,12955,11.2,8.4,9.9,63.4,54,58.5,56.3,49.5,52.8,347,320,664,166,350,517,1189,2186,3377,806,1451,2261,5155,2530,7687,260,399,663,282,339,616,5689,3266,8959,17689,18519,36202,3801,4398,8199,11050,11228,22281,9315,10534,19851
SED30072,19181,21224,40402,9322,6096,15423,2415,5194,7607,520,683,1205,860,788,1643,13116,12761,25874,5174,7458,12634,6.6,6.2,6.4,68.4,60.1,64,63.9,56.4,60,752,805,1556,312,555,870,2433,3644,6080,1709,2382,4093,4749,2398,7142,174,259,426,308,419,732,5229,3071,8299,18653,20050,38707,3579,3813,7388,11805,12793,24596,9442,10252,19695
SED30073,25226,24515,49745,11440,8410,19852,4139,5774,9914,574,703,1280,1415,1152,2570,17572,16043,33621,5405,6459,11862,8.1,7.2,7.6,69.7,65.4,67.6,64,60.7,62.4,2583,2725,5312,627,984,1608,6452,7003,13452,2030,2123,4153,3046,1483,4534,153,198,352,273,320,592,3470,2007,5474,16640,16181,32818,8380,8135,16506,8112,8098,16206,16589,15965,32559
SED30074,19464,20170,39641,8132,4216,12351,2087,4669,6761,605,653,1267,654,554,1209,11482,10100,21586,6406,8548,14954,5.7,5.5,5.6,59,50.1,54.5,55.6,47.3,51.4,236,259,490,136,278,416,1057,2021,3076,1021,1679,2695,4589,2442,7034,197,342,538,336,488,830,5125,3274,8402,18687,18889,37573,3249,3489,6744,12921,12945,25870,7899,8373,16273
SED30075,24592,26430,51019,9213,5937,15152,3788,6241,10033,592,684,1272,1415,1296,2710,15009,14157,29166,7367,10120,17487,9.4,9.2,9.3,61,53.6,57.2,55.3,48.7,51.9,1047,1064,2113,232,435,668,2805,3850,6657,1909,2963,4872,5380,2681,8058,182,315,498,395,639,1031,5958,3631,9583,19565,20793,40366,6005,6459,12466,11136,11771,22909,13671,14707,28384
SED30076,19266,20208,39478,10116,6204,16321,2507,5297,7798,504,659,1161,879,792,1670,14004,12947,26952,4383,6355,10742,6.3,6.1,6.2,72.7,64.1,68.3,68.1,60.2,64,703,734,1439,264,522,787,2349,3371,5719,1781,2348,4129,5461,2401,7865,168,269,433,289,486,773,5912,3153,9071,19088,19572,38654,3400,3471,6873,12791,13142,25931,8771,9112,17882
SED30077,18532,20289,38825,9636,6746,16386,2510,5017,7529,462,738,1197,819,642,1459,13426,13142,26570,4030,5867,9897,6.1,4.9,5.5,72.4,64.8,68.4,68,61.6,64.7,1219,1306,2522,442,821,1262,3986,5056,9043,1602,1948,3548,3511,1724,5235,151,210,359,226,354,582,3890,2288,6176,16611,17727,34334,4253,4443,8693,10237,11181,21425,9835,10250,20084
SED30078,23119,24114,47236,10346,6309,16651,3711,5580,9291,597,665,1267,1364,1207,2569,16018,13753,29769,6144,9411,15553,8.5,8.8,8.6,69.3,57,63,63.4,52.1,57.6,2254,2102,4360,341,494,832,4776,5422,10197,2109,2335,4444,3194,1700,4892,153,210,361,277,419,692,3626,2319,5950,21871,22897,44769,5107,5201,10307,13322,13970,27292,12302,12752,25058
SED30079,22745,23286,46032,8358,4976,13334,3763,4922,8681,551,583,1129,1547,1283,2830,14216,11764,25978,7212,10163,17384,10.9,10.9,10.9,62.5,50.5,56.4,55.7,45,50.3,1948,1714,3668,269,488,755,4030,4630,8661,1817,2107,3920,3459,1658,5110,182,257,439,271,388,659,3903,2297,6209,19241,19621,38864,5732,5514,11243,11243,12103,23349,12714,12156,24877
SED30080,25202,25809,51006,9921,6239,16161,4016,6303,10314,599,650,1247,1105,1084,2190,15644,14274,29918,6521,8560,15081,7.1,7.6,7.3,62.1,55.3,58.7,57.7,51.1,54.4,1071,1051,2121,325,456,784,3706,4224,7929,2261,3009,5270,4879,2278,7159,185,287,472,401,667,1066,5469,3224,8692,18773,18988,37763,6020,6339,12356,10180,10547,20731,14178,14362,28540
SED30081,19494,20975,40473,9204,5939,15150,2098,5086,7182,616,700,1314,1361,1148,2510,13277,12875,26158,4797,6800,11601,10.3,8.9,9.6,68.1,61.4,64.6,61.1,55.9,58.4,258,309,568,149,340,485,1038,2423,3466,1264,1880,3146,6078,3186,9261,212,372,583,246,420,666,6535,3975,10511,19008,19793,38799,4242,4752,8989,11612,11938,23553,10289,11499,21792
SED30082,19394,21263,40663,8672,5185,13858,2182,5053,7230,473,584,1060,966,784,1750,12293,11603,23893,5633,8230,13858,7.9,6.8,7.3,63.4,54.6,58.8,58.4,50.9,54.5,598,663,1262,306,522,826,1941,3096,5040,1353,1984,3342,4761,2649,7405,248,367,608,298,432,726,5300,3446,8744,17590,19137,36729,4180,4563,8745,10851,11633,22478,10053,11177,21229
SED30083,18958,22186,41138,8475,5246,13725,2199,4947,7144,455,593,1054,926,832,1760,12056,11625,23683,5555,8840,14390,7.7,7.2,7.4,63.6,52.4,57.6,58.7,48.6,53.3,855,737,1597,257,506,758,2196,3309,5506,1301,1999,3302,4531,2610,7143,221,325,543,267,461,726,5018,3393,8414,17233,19508,36739,4512,4941,9451,10166,11736,21910,10533,11681,22219
SED30084,20484,20568,41046,8966,6183,15151,2330,4526,6856,582,663,1242,1312,1001,2314,13186,12379,25567,5263,6403,11663,9.9,8.1,9.1,64.4,60.2,62.3,58,55.3,56.6,721,805,1520,244,531,774,2215,3573,5793,1436,1882,3325,5114,2365,7480,208,307,509,254,348,609,5574,3024,8600,17063,17068,34130,4701,4877,9573,10458,10077,20533,10488,11139,21621
SED30085,16443,15829,32273,8108,4515,12625,1420,3461,4879,575,555,1130,571,416,992,10676,8953,19629,3822,5135,8956,5.3,4.6,5.1,64.9,56.6,60.8,61.4,53.9,57.7,116,171,290,62,219,287,739,1789,2531,850,1380,2229,3740,1805,5548,180,312,494,234,318,551,4162,2428,6593,15205,14304,29509,2992,3187,6179,10065,9216,19285,6939,7173,14118
SED30086,24147,25967,50119,10761,6378,17143,2651,5185,7835,657,771,1433,1440,1405,2848,15510,13742,29256,6844,10310,17153,9.3,10.2,9.7,64.2,52.9,58.4,58.3,47.5,52.7,331,385,709,150,338,487,1386,2307,3689,1417,2474,3889,6395,3782,10180,304,527,824,456,605,1062,7154,4915,12072,22464,23531,45997,5580,5934,11507,13660,14019,27682,12732,13822,26557
SED30087,23846,23238,47082,12096,6579,18674,2278,5965,8248,830,825,1657,1117,1012,2126,16317,14382,30703,4798,6849,11646,6.8,7,6.9,68.4,61.9,65.2,63.8,57.5,60.7,324,355,685,198,391,586,1481,2855,4334,1565,2211,3769,7977,3168,11144,236,410,646,357,568,926,8564,4151,12710,21543,20801,42349,4892,5316,10209,13068,12332,25400,11936,12504,24442
SED30088,23411,23892,47296,9242,5054,14293,2730,4195,6928,717,638,1357,1864,1669,3531,14546,11553,26101,6875,10345,17212,12.8,14.4,13.5,62.1,48.4,55.2,54.2,41.4,47.7,431,401,829,131,203,335,1283,1818,3098,1276,2013,3295,4792,3235,8021,342,487,830,378,555,933,5513,4273,9787,22848,22904,45756,5227,5313,10536,13672,13720,27390,12429,12640,25068
SED30089,21067,21680,42744,9827,6701,16530,3239,5610,8854,520,741,1265,1126,892,2017,14713,13947,28662,4987,6459,11442,7.7,6.4,7,69.8,64.3,67.1,64.5,60.2,62.3,1827,1855,3681,537,958,1496,4522,5596,10117,1730,2058,3789,3530,1586,5121,168,209,377,274,344,622,3970,2145,6119,18172,18601,36768,4833,4938,9769,10931,11527,22459,11239,11210,22444
SED39494,6509,5179,11693,1106,640,1749,428,552,978,205,149,354,612,375,986,2360,1712,4074,2632,2514,5145,25.9,21.9,24.2,36.3,33.1,34.8,26.7,25.9,26.3,143,123,266,48,71,118,448,701,1147,327,452,779,1395,508,1898,48,67,113,95,112,202,1534,683,2221,1610,1127,2737,3598,3312,6907,1044,637,1684,4011,3681,7693
SED39797,65,81,144,23,11,32,7,11,16,4,13,10,0,0,4,30,35,68,27,32,57,0,0,5.9,46.2,43.2,47.2,52.3,43.2,40.3,0,0,3,0,0,0,0,3,5,3,7,12,11,6,18,0,3,3,0,0,0,13,12,26,52,57,102,6,17,22,33,49,84,25,21,45
SED40001,18836,18541,37378,6900,4515,11420,2577,4012,6586,435,507,938,1029,895,1923,10942,9924,20865,6299,7266,13562,9.4,9,9.2,58.1,53.5,55.8,52.6,48.7,50.7,1848,1740,3590,442,606,1051,4360,4722,9083,1488,1677,3162,1907,987,2898,128,142,267,244,312,551,2279,1437,3716,13768,13795,27558,4808,4883,9690,7847,8065,15920,10260,10257,20523
SED40002,13953,15185,29137,6145,3857,10000,2268,4243,6506,359,531,889,748,583,1326,9508,9215,18724,3831,5323,9149,7.9,6.3,7.1,68.1,60.7,64.3,62.9,56.8,59.7,988,1025,2019,316,556,869,2543,3328,5872,1295,1494,2790,2460,1220,3685,125,158,284,236,316,549,2820,1704,4520,12914,13891,26802,2539,2690,5229,8779,9526,18301,6165,6616,12775
SED40003,13136,14738,27874,5670,3277,8948,2085,4092,6182,303,385,689,457,409,873,8520,8163,16682,4077,6004,10078,5.4,5,5.2,64.9,55.4,59.8,61.3,52.6,56.8,1727,1416,3137,429,661,1085,3645,4071,7718,1107,1564,2669,1320,679,2001,55,112,167,161,298,462,1533,1093,2628,13055,14507,27560,1986,2179,4160,9208,10109,19317,5538,6233,11772
SED40004,13219,14497,27721,5824,3459,9283,1930,4004,5938,371,496,871,546,404,945,8673,8364,17043,4036,5546,9587,6.3,4.8,5.5,65.6,57.7,61.5,61.5,54.9,58,674,724,1391,282,442,718,1940,2762,4705,1446,1609,3056,3240,1415,4657,122,176,299,266,411,681,3627,2007,5635,12917,13825,26740,1864,1986,3856,9082,9755,18840,5273,5766,11045
SED40005,14385,14532,28920,5972,2946,8925,1559,3620,5176,469,437,904,552,391,944,8551,7396,15944,4830,6176,11002,6.5,5.3,5.9,59.4,50.9,55.1,55.6,48.2,51.9,110,129,239,91,188,282,616,1215,1831,715,1226,1945,3257,1772,5031,155,285,442,259,325,581,3672,2381,6056,14036,13898,27941,1946,2069,4015,10436,10209,20647,4814,5076,9895
SED40006,15509,16368,31876,6415,4004,10425,2079,3827,5903,370,493,861,917,683,1604,9785,9005,18789,4900,6545,11443,9.4,7.6,8.5,63.1,55,58.9,57.2,50.9,53.9,423,486,901,146,277,425,1650,2327,3971,1113,1426,2536,3520,1795,5316,167,238,401,212,350,562,3895,2387,6284,14404,15260,29662,2649,2690,5339,9791,10192,19980,6641,7080,13721
SED40007,13929,15061,28993,6040,3315,9353,1897,4051,5948,396,450,841,537,477,1012,8865,8290,17154,4436,6098,10532,6.1,5.8,5.9,63.6,55,59.2,59.8,51.9,55.7,607,613,1223,224,356,579,2045,2482,4528,1264,1443,2699,3069,1294,4362,122,166,291,224,305,532,3410,1767,5180,13355,14223,27578,2066,2147,4216,9794,10468,20262,5190,5466,10658
SED40008,14905,15242,30147,5869,3699,9564,2142,3577,5716,402,472,876,939,621,1566,9351,8368,17728,4757,6087,10844,10,7.4,8.8,62.7,54.9,58.8,56.4,50.8,53.6,593,688,1283,196,379,578,2199,2626,4822,1068,1269,2334,2751,1331,4088,158,167,330,217,252,464,3129,1752,4880,13548,13893,27434,2662,2586,5249,9291,9657,18951,6337,6199,12539
SED40009,13704,14468,28169,6063,3387,9445,2086,4401,6482,329,469,800,608,483,1089,9084,8745,17820,4086,5256,9338,6.7,5.5,6.1,66.3,60.4,63.3,61.9,57.1,59.4,1023,922,1943,374,632,1005,2483,3357,5839,1460,1635,3090,2840,1269,4109,116,182,299,234,315,547,3192,1767,4954,13894,14275,28168,1813,1996,3815,10117,10374,20489,5116,5520,10638
SED40010,14436,15569,30002,6215,4048,10262,2301,4103,6404,301,437,736,641,573,1209,9447,9161,18608,4267,5672,9939,6.8,6.3,6.5,65.4,58.8,62,61.1,55.2,58,1439,1407,2844,410,688,1094,3398,4043,7440,1214,1489,2702,1947,938,2881,102,141,247,180,278,455,2221,1356,3579,12781,13635,26416,2927,3061,5988,8304,9060,17367,7021,7251,14269
SED40011,13960,15833,29788,5429,3389,8821,1971,3844,5816,346,499,845,773,597,1366,8527,8324,16847,4762,6748,11513,9.1,7.2,8.1,61.1,52.6,56.6,55.5,48.8,52,684,736,1417,216,397,609,2083,2862,4943,1166,1411,2575,2827,1447,4273,165,214,378,221,277,497,3211,1933,5147,12649,14026,26675,2684,2890,5570,8286,9244,17526,6423,7190,13608
SED40012,16232,15939,32166,6189,3541,9729,2285,3547,5829,393,398,795,1175,742,1919,10047,8232,18281,5329,6837,12167,11.7,9,10.5,61.9,51.6,56.8,54.6,47,50.8,749,712,1459,188,343,524,2204,2669,4873,1151,1338,2489,2682,1436,4119,185,217,404,226,272,500,3090,1930,5021,15158,14924,30086,3096,2867,5963,9503,9804,19308,7892,7169,15063
SED40013,13802,14715,28509,3998,2007,6006,2047,3685,5734,371,467,843,535,333,874,6948,6497,13452,5906,7314,13225,7.7,5.1,6.5,50.3,44.2,47.2,46.5,41.9,44.1,247,284,538,150,301,450,1046,1522,2570,1026,1540,2566,3749,1700,5453,175,314,491,284,438,723,4210,2455,6666,12717,13350,26066,2085,2273,4363,8745,8935,17679,5627,6197,11824
SED40014,13610,14854,28462,6492,3480,9967,1898,4519,6422,334,483,820,586,504,1088,9308,8987,18296,3860,5442,9305,6.3,5.6,5.9,68.4,60.5,64.3,64.1,57.1,60.5,355,343,696,196,323,516,1418,2177,3600,1339,1663,3002,4130,1989,6112,146,259,407,288,422,711,4568,2666,7231,14217,15129,29340,1538,1673,3211,10699,11311,22006,4554,5063,9618
SED40015,13607,13291,26896,5767,2704,8475,1641,3776,5414,514,495,1011,466,330,793,8387,7304,15687,4097,4919,9017,5.6,4.5,5.1,61.6,55,58.3,58.2,52.5,55.4,102,142,242,82,238,317,637,1372,2012,591,1132,1725,3421,1646,5072,184,253,435,262,300,564,3867,2201,6064,13077,12702,25777,1883,1984,3864,9268,8870,18138,4974,5145,10120
SED40016,12844,13758,26598,5341,2930,8267,1673,3427,5102,319,377,698,718,512,1228,8043,7248,15297,4316,5942,10254,8.9,7.1,8,62.6,52.7,57.5,57.1,48.9,52.9,431,421,858,140,253,397,1245,1778,3027,1079,1314,2391,3427,1633,5059,141,243,385,229,298,529,3797,2175,5973,12726,13301,26032,1780,1874,3654,9188,9589,18782,4704,4935,9637
SED40017,14300,14661,28963,5558,2420,7975,1479,3764,5245,428,471,907,671,476,1151,8136,7136,15272,5248,6591,11836,8.2,6.7,7.5,56.9,48.7,52.7,52.2,45.4,48.8,134,146,280,91,235,329,683,1374,2056,701,1165,1867,3661,1794,5461,200,290,498,222,310,534,4087,2400,6485,14112,14108,28221,1806,1994,3795,10369,10252,20618,4851,5226,10079
SED40018,14151,13222,27366,5834,2808,8640,1221,2883,4106,498,424,923,964,628,1592,8514,6743,15256,4323,5357,9681,11.3,9.3,10.4,60.2,51,55.7,53.4,46.2,49.9,167,177,344,69,162,232,731,1186,1916,569,952,1522,4266,1570,5837,212,286,502,201,264,469,4682,2118,6807,13267,12465,25731,2316,2290,4600,9590,8966,18560,5139,4988,10127
SED40019,14196,13960,28152,4798,2207,7007,1605,3183,4786,456,417,879,574,424,998,7433,6235,13665,5780,6786,12569,7.7,6.8,7.3,52.4,44.7,48.5,48.3,41.6,45,74,98,166,69,162,234,471,1064,1533,623,1083,1712,3693,1698,5384,133,270,399,300,318,621,4126,2280,6403,13797,13317,27114,1746,1699,3449,10031,9513,19544,4776,4877,9655
SED40020,14064,14211,28273,4748,2487,7238,1582,3188,4771,382,385,774,631,501,1132,7344,6566,13909,5844,6787,12628,8.6,7.6,8.1,52.2,46.2,49.2,47.7,42.6,45.2,124,160,287,99,188,290,634,1069,1710,742,1197,1938,3344,1934,5277,197,319,520,272,373,641,3817,2625,6438,12642,13024,25669,2289,2406,4695,8576,8734,17310,5815,6148,11966
SED40021,14072,16099,30172,5570,3344,8918,2040,3884,5922,298,460,760,682,593,1271,8589,8285,16869,4891,7167,12063,7.9,7.2,7.5,61,51.5,55.9,56.2,47.8,51.7,1052,1058,2111,292,474,763,2719,3201,5920,1121,1469,2592,2290,1157,3450,91,153,248,234,280,514,2617,1592,4209,13234,14787,28021,2555,2687,5242,8848,10060,18905,6391,6938,13326
SED40022,13800,14607,28408,6274,3294,9570,2045,4471,6515,378,507,884,419,396,813,9120,8668,17789,3936,5179,9115,4.6,4.6,4.6,66.1,59.3,62.6,63,56.6,59.7,768,776,1545,338,548,889,2082,2894,4978,1234,1749,2984,3179,1514,4695,110,219,327,271,395,663,3560,2128,5688,14007,14593,28598,1807,2042,3849,10124,10305,20427,5177,5717,10896
SED40023,14436,15684,30120,6055,3200,9250,1879,4350,6233,449,560,1003,797,681,1479,9178,8788,17968,4304,5863,10165,8.7,7.7,8.2,63.6,56,59.7,58.1,51.7,54.7,221,295,514,141,338,477,954,1745,2698,1045,1720,2763,4386,2391,6777,230,373,600,267,449,708,4882,3212,8094,14145,14864,29014,2553,2885,5440,8721,9004,17729,7068,7892,14957
SED40024,14265,15272,29539,6752,3409,10165,2010,4704,6719,491,598,1088,511,463,974,9771,9181,18951,3733,5331,9060,5.2,5,5.1,68.5,60.1,64.2,64.9,57,60.8,382,437,813,187,405,595,1403,2305,3711,1226,1775,3000,3830,2015,5844,179,315,491,294,428,720,4297,2761,7057,14343,15048,29390,2282,2433,4708,9886,10236,20121,5927,6448,12373
SED40025,14008,15459,29468,5897,3829,9717,1748,3638,5389,383,491,871,621,490,1109,8646,8449,17092,4677,6208,10887,7.2,5.8,6.5,61.7,54.7,58,57.3,51.5,54.2,462,563,1024,222,412,631,1575,2153,3731,1147,1507,2651,3443,1593,5034,131,225,354,261,384,647,3828,2199,6031,13138,14069,27205,2035,2276,4306,9401,10032,19428,5355,5949,11311
SED40026,14580,15691,30269,6846,3556,10397,1677,4334,6007,436,546,981,741,684,1428,9699,9110,18809,4120,5792,9908,7.6,7.5,7.6,66.5,58.1,62.1,61.4,53.8,57.4,223,217,443,129,240,365,825,1472,2303,1033,1659,2692,4071,2487,6560,215,353,566,213,406,618,4506,3242,7745,14461,15133,29595,2597,2928,5531,9316,9555,18876,6939,7704,14639
SED40027,15432,16081,31518,5339,2685,8026,1742,3252,4994,400,403,807,1204,835,2042,8692,7177,15866,5679,7793,13473,13.9,11.6,12.9,56.3,44.6,50.3,48.5,39.4,43.9,140,141,285,91,143,231,713,1044,1754,855,1236,2087,3757,2084,5839,266,396,663,250,370,619,4274,2851,7126,14950,15188,30144,2418,2608,5020,10404,10471,20867,6100,6458,12554
SED40028,13717,13063,26782,6554,2578,9126,1463,3815,5280,608,533,1147,407,294,699,9028,7220,16245,3700,4898,8599,4.5,4.1,4.3,65.8,55.3,60.7,62.9,53,58.1,81,113,198,67,207,274,588,1245,1830,645,1131,1777,3267,1600,4872,175,289,466,271,348,622,3718,2238,5960,13514,12756,26268,1935,1817,3754,9909,9228,19135,4770,4596,9366
SED40029,13526,14354,27884,5580,2914,8494,1812,4077,5887,418,443,862,711,546,1252,8518,7980,16498,4377,5703,10079,8.3,6.8,7.6,63,55.6,59.2,57.7,51.8,54.7,205,226,429,132,248,379,883,1511,2392,944,1462,2406,4078,2084,6165,189,314,501,274,384,661,4540,2779,7323,13574,14138,27717,1879,2022,3899,9884,10174,20062,4959,5422,10378
SED40030,13941,15192,29133,6292,3594,9888,1941,4370,6313,333,531,863,700,509,1212,9276,9011,18287,4074,5545,9620,7.5,5.6,6.6,66.5,59.3,62.8,61.4,55.9,58.6,428,503,926,156,321,481,1561,2418,3978,1177,1566,2742,3791,1874,5668,165,256,425,218,336,561,4176,2472,6645,13685,14558,28249,2203,2333,4537,9525,10023,19550,5731,6276,12009
SED40031,14388,15024,29406,6421,3463,9881,2064,4364,6429,349,464,813,575,497,1072,9406,8784,18191,4522,5797,10320,6.1,5.7,5.9,65.4,58.5,61.9,61.4,55.2,58.2,766,673,1446,264,405,669,2352,2827,5186,1304,1496,2796,2980,1363,4336,100,174,278,210,310,519,3295,1848,5141,14699,14967,29667,1764,1804,3565,11115,11358,22477,4859,4964,9819
SED40032,13158,14722,27879,5692,3600,9295,1883,3871,5761,316,454,764,558,454,1012,8456,8376,16832,3922,5549,9470,6.6,5.4,6,64.3,56.9,60.4,60,53.8,56.7,656,732,1385,271,456,721,2240,2804,5040,1297,1522,2824,2666,1302,3968,120,167,293,259,358,616,3046,1835,4880,11708,12953,24663,2351,2489,4842,7699,8479,16182,6036,6614,12647
SED40033,13776,13987,27765,6173,2976,9154,1537,3951,5489,406,457,858,544,442,982,8656,7825,16485,4383,5345,9732,6.3,5.6,6,62.8,55.9,59.4,58.9,52.8,55.8,156,180,338,108,201,306,650,1263,1917,593,1082,1674,3708,2008,5716,181,377,557,238,348,585,4129,2726,6861,13223,13443,26664,2153,2297,4448,9278,9340,18617,5364,5780,11142
SED40034,15013,15629,30640,5841,2907,8749,1642,3485,5127,417,427,845,1261,968,2231,9162,7790,16953,4811,6831,11644,13.8,12.4,13.2,61,49.8,55.3,52.6,43.6,48,137,147,286,65,134,199,536,979,1513,770,1190,1962,3664,2442,6103,323,456,777,206,393,598,4193,3292,7485,14958,15033,29990,2796,3060,5852,9752,9568,19322,6823,7461,14276
SED40035,13584,14053,27636,6385,3415,9798,1680,4043,5727,370,428,799,615,471,1083,9048,8353,17407,4010,5207,9216,6.8,5.6,6.2,66.6,59.4,63,62.1,56.1,59.1,339,318,656,177,335,510,1359,1988,3344,1218,1561,2778,4129,1847,5979,130,230,362,238,375,614,4498,2459,6954,13811,14187,27992,1546,1624,3169,10612,10633,21245,4295,4637,8932
SED40036,15050,15032,30085,5721,3048,8774,1851,3578,5434,363,437,799,892,589,1479,8827,7656,16487,5570,6700,12272,10.1,7.7,9,58.7,50.9,54.8,52.7,47,49.9,380,363,742,116,202,313,1162,1722,2886,928,1272,2199,3729,1818,5544,178,277,454,220,340,562,4123,2434,6559,14472,14504,28975,1946,1995,3947,10645,10663,21308,5064,5245,10313
