SED_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED30026,256,206,219,138,33,6,1081,17,103,121,137,161,74,15,10,644,289,1238,1187,843,747,436,156,56,4949,224,600,877,910,798,453,150,65,4084,779,1278,1484,1674,1431,885,404,156,8091,92,65,56,59,59,37,16,5,384,86,105,154,163,192,138,73,36,943,955,1449,1700,1896,1676,1062,487,192,9422,11,28,48,53,73,79,46,25,352,440,535,497,600,700,635,479,265,4141,1955,4153,4690,4654,4373,2872,1370,616,24670
SED30027,101,121,132,84,24,5,561,12,70,100,102,95,58,9,0,443,143,741,711,543,490,335,116,29,3106,91,310,487,561,547,355,132,33,2520,699,1497,1497,1384,1274,797,292,59,7486,170,104,74,77,53,32,8,0,526,62,102,132,134,128,84,36,4,690,933,1700,1702,1595,1458,914,335,58,8705,7,27,23,40,33,43,31,12,220,908,956,929,939,881,770,522,184,6092,2098,3887,4045,3903,3642,2562,1161,332,21642
SED30028,506,399,263,132,36,9,1649,19,169,322,262,179,60,16,8,1035,450,1698,1965,1257,716,375,118,43,6635,276,710,937,1035,652,365,135,38,4142,787,1290,1296,1289,877,514,234,71,6360,110,74,40,56,42,27,6,0,346,73,79,113,132,117,88,23,18,648,966,1440,1457,1477,1033,632,255,88,7348,15,34,45,50,59,39,31,13,278,279,291,306,314,271,247,240,154,2113,2026,4635,5542,4785,3174,1853,832,356,23201
SED30029,554,523,341,152,36,13,1870,18,159,353,359,216,101,17,3,1225,300,1379,2066,1505,966,512,151,44,6931,227,530,894,1008,732,421,124,25,3960,693,1042,1278,1207,881,632,215,44,5993,100,49,60,44,40,29,9,0,322,54,61,128,140,147,114,35,15,696,852,1144,1464,1386,1074,772,253,63,7010,15,26,31,60,40,45,19,8,247,246,216,297,323,254,297,183,156,1973,1661,3698,5662,5165,3628,2303,791,310,23223
SED30030,294,231,157,73,21,3,1025,26,131,173,139,117,35,11,0,643,317,1242,1320,864,563,311,106,38,4759,370,960,1162,1052,634,345,126,35,4684,1127,2027,2173,1957,1333,868,301,88,9875,204,94,104,66,59,30,6,0,562,94,151,223,220,155,120,41,11,1009,1425,2271,2507,2241,1546,1018,342,103,11445,25,43,64,69,62,45,38,11,357,546,589,560,626,553,469,361,261,3968,2724,5454,6091,5227,3627,2296,1011,448,26877
SED30031,207,149,78,24,0,0,629,14,100,134,140,84,28,3,0,511,227,1160,1083,714,404,176,45,8,3814,101,518,708,778,485,173,50,16,2824,1255,2693,2437,2237,1479,600,212,39,10946,250,167,99,100,45,18,3,0,678,86,110,162,142,127,58,24,0,715,1591,2977,2690,2479,1643,677,240,39,12339,20,55,68,57,54,26,10,5,287,649,746,719,790,625,365,251,107,4257,2610,5709,5605,5104,3372,1471,599,182,24654
SED30032,148,243,240,217,53,10,991,9,82,118,212,226,130,17,3,802,170,624,968,865,822,623,203,36,4302,193,508,795,959,892,643,214,45,4265,973,1692,1833,1932,1541,1079,347,77,9479,209,115,93,82,87,54,3,3,631,82,104,180,186,190,147,60,18,962,1266,1899,2104,2196,1814,1277,414,94,11068,13,39,37,54,56,67,34,14,307,809,808,782,693,787,708,387,160,5135,2456,4047,4949,5219,4838,3667,1327,368,26867
SED30033,917,655,404,161,43,15,3065,31,347,374,358,203,72,19,11,1410,794,3169,2660,1632,906,431,178,65,9824,329,853,796,715,453,268,140,52,3601,617,1177,884,806,606,321,200,82,4690,110,68,57,42,36,19,5,8,337,44,88,84,120,96,73,24,22,551,777,1333,1028,967,731,408,229,107,5576,17,46,53,44,43,37,21,13,277,404,615,408,378,279,242,251,255,2836,2385,7187,6235,4743,3018,1615,881,533,26594
SED30034,85,89,58,11,0,3,350,10,82,82,79,56,14,7,0,329,215,916,702,377,285,83,27,10,2622,108,374,454,468,333,125,27,6,1890,739,1795,1410,1181,849,334,79,20,6412,141,144,92,52,43,20,3,0,496,59,94,119,109,94,35,16,0,528,941,2037,1625,1337,984,393,97,20,7432,12,19,26,25,25,17,9,3,128,761,831,828,840,653,422,253,78,4671,2048,4356,3797,3223,2388,1066,417,118,17416
SED30035,92,134,131,98,22,0,521,3,55,91,126,129,61,18,0,485,86,409,614,587,640,419,129,22,2898,115,356,531,774,789,507,143,27,3240,736,1364,1487,1646,1655,1102,388,75,8446,213,113,101,90,99,36,4,0,657,65,85,133,181,178,150,45,8,846,1011,1571,1722,1914,1933,1289,437,84,9952,10,17,16,44,51,73,28,10,245,465,386,476,703,837,939,613,306,4724,1697,2824,3538,4279,4512,3384,1386,451,22063
SED30036,140,140,131,106,25,4,641,19,54,116,142,142,94,24,3,602,148,685,733,648,554,446,187,30,3435,116,388,578,689,791,600,216,59,3437,706,1223,1389,1596,1672,1510,713,139,8952,209,106,91,75,58,56,12,4,607,68,115,138,155,207,204,103,26,1005,982,1438,1618,1828,1939,1772,832,169,10565,18,23,30,50,60,91,44,13,326,481,422,510,601,814,1075,870,399,5172,1776,3093,3732,4098,4439,4172,2202,672,24175
SED30037,114,107,88,56,11,3,488,19,84,81,105,96,27,12,3,426,199,957,776,522,449,241,73,18,3235,140,565,621,648,523,293,90,13,2892,1007,2296,1879,1744,1678,921,315,68,9897,161,120,84,78,51,26,7,4,529,60,106,124,144,144,72,27,10,685,1225,2525,2083,1964,1878,1017,345,74,11115,12,38,40,41,44,43,29,0,247,603,648,622,739,786,755,425,152,4728,2195,4920,4333,4125,3860,2439,984,262,23128
SED30038,324,188,126,57,17,0,1063,13,110,118,100,89,30,3,4,470,400,1354,1084,634,374,180,55,19,4107,431,823,734,652,441,189,60,17,3340,956,1560,1275,1305,891,467,193,55,6704,210,147,99,71,40,14,5,0,585,94,141,154,155,125,59,16,5,752,1262,1846,1527,1533,1054,543,212,58,8033,35,65,66,49,51,33,9,4,312,1388,1904,1493,1042,696,531,359,153,7564,3550,6428,5351,4189,2827,1560,726,256,24892
SED30039,1507,1108,805,542,169,59,5873,55,273,306,315,255,144,40,8,1405,2011,3182,2425,1827,1284,875,341,110,12050,578,479,449,504,472,342,155,55,3040,685,590,363,399,318,169,96,41,2669,177,32,16,22,18,14,6,0,280,57,60,62,58,82,75,33,15,454,927,686,441,482,422,262,134,57,3406,74,48,39,39,35,39,28,13,314,729,520,345,310,252,245,165,147,2714,4461,6782,5513,4582,3522,2448,1032,456,28793
SED30040,169,147,126,60,10,0,663,22,98,123,133,100,35,16,0,534,262,1020,837,563,413,231,96,31,3441,262,695,766,706,577,262,110,32,3404,1121,2143,1624,1545,1197,680,317,94,8736,241,163,96,78,48,23,3,0,653,94,130,163,160,133,67,24,13,779,1462,2435,1885,1785,1380,772,351,105,10168,27,37,38,35,32,28,21,12,229,641,609,526,530,462,432,388,179,3760,2676,5034,4354,3890,3083,1821,995,364,22202
SED30041,152,185,149,71,9,0,638,6,77,115,139,117,56,12,0,530,244,783,753,610,465,245,64,14,3172,255,613,726,850,632,277,99,25,3489,1185,2018,1815,1730,1350,768,325,53,9247,254,153,114,93,49,21,3,0,689,107,151,170,180,145,91,36,9,900,1543,2325,2098,2001,1552,878,368,64,10836,22,34,29,39,46,35,9,9,222,726,713,651,705,657,580,403,109,4539,2801,4621,4527,4534,3620,2145,959,228,23427
SED30042,185,180,138,55,12,3,706,23,113,175,120,114,47,5,0,599,273,1043,1085,666,389,232,55,13,3768,294,830,953,873,611,311,92,25,3988,1158,2273,1952,1610,1318,740,242,42,9325,203,126,103,81,45,24,9,3,593,110,149,176,168,141,93,33,4,876,1466,2552,2227,1864,1504,854,287,46,10797,22,49,54,50,55,36,22,4,288,445,506,452,483,395,420,254,221,3181,2531,5216,5132,4240,3201,1955,721,321,23327
SED30043,268,226,160,103,51,4,987,10,99,155,188,124,81,17,3,676,312,1172,1227,924,589,465,209,66,4952,281,611,931,862,620,430,275,89,4094,1018,1625,1756,1728,1318,893,543,187,9068,208,90,82,69,56,32,13,3,556,93,127,165,163,171,161,90,23,998,1320,1841,2001,1964,1545,1086,649,209,10621,20,41,42,46,56,66,67,29,361,465,388,438,469,419,497,521,320,3517,2419,4312,5063,4682,3505,2729,1783,720,25212
SED30044,223,229,185,93,20,7,887,19,108,156,160,175,70,18,3,711,229,936,1062,835,702,333,120,25,4247,122,459,638,715,619,351,104,37,3043,965,1904,1719,1799,1508,843,306,78,9119,219,130,84,87,69,25,6,4,618,61,105,131,159,132,90,39,10,737,1246,2140,1934,2052,1709,957,350,91,10472,20,36,35,35,43,38,25,3,236,593,565,665,792,763,654,464,272,4765,2237,4361,4709,4815,4200,2501,1102,438,24358
SED30045,185,145,109,59,15,4,652,17,71,107,116,83,48,13,3,456,261,888,795,575,410,227,76,12,3241,224,560,767,834,535,278,82,20,3296,989,1722,1894,1846,1347,808,214,39,8863,236,131,104,86,56,31,4,0,640,94,126,166,187,153,95,21,9,850,1319,1975,2160,2125,1558,934,244,48,10357,40,57,32,50,35,38,19,3,265,836,674,694,823,738,697,387,165,5008,2696,4348,4740,4667,3471,2268,835,253,23278
SED30046,141,106,89,45,7,3,514,23,63,86,82,72,28,9,0,361,230,740,726,489,360,181,35,7,2775,299,584,711,686,509,218,43,11,3055,1073,1728,1748,1853,1411,693,222,38,8765,181,108,106,68,49,22,3,0,537,79,135,172,194,158,60,22,4,821,1327,1967,2027,2122,1615,775,246,49,10133,24,47,49,55,70,55,13,3,307,485,460,510,556,459,395,237,69,3170,2396,3967,4254,4096,3178,1695,591,134,20315
SED30047,445,395,240,117,33,3,1439,16,125,197,234,174,68,15,5,846,295,1254,1665,1184,731,375,134,41,5677,262,677,982,948,611,296,132,49,3958,713,1271,1472,1426,1136,720,301,89,7134,141,73,61,52,43,26,5,0,411,73,101,161,172,169,97,43,26,835,928,1444,1703,1646,1352,848,348,119,8378,17,42,54,42,49,47,22,15,288,371,352,407,463,414,416,374,283,3080,1893,4110,5447,4920,3569,2162,1062,515,23671
SED30048,118,111,80,33,3,4,486,14,97,98,102,66,21,11,0,412,218,968,755,541,412,156,47,17,3108,93,391,494,554,416,176,74,20,2229,857,1894,1487,1552,1259,618,249,61,7989,139,94,76,70,37,17,5,0,439,60,95,108,115,97,59,16,3,546,1062,2075,1670,1736,1397,696,274,67,8967,16,31,25,48,37,26,17,11,207,434,609,593,695,644,480,406,230,4094,1836,4293,3752,3783,3049,1587,840,362,19499
SED30049,767,517,314,147,49,11,2688,21,192,237,218,171,89,22,0,963,805,2192,2027,1431,838,402,170,38,7905,384,640,759,808,503,350,140,31,3621,586,848,862,967,684,450,273,72,4737,137,44,60,58,27,20,3,3,361,67,68,105,144,110,89,45,15,643,796,961,1025,1168,819,562,319,88,5740,35,59,52,59,37,42,28,14,323,412,388,318,370,325,282,304,190,2587,2507,5258,5189,4579,3008,1874,1026,377,23821
SED30050,299,246,286,146,60,6,1355,19,131,161,208,205,123,39,0,884,391,1548,1310,1081,876,587,210,64,6077,243,733,829,964,883,583,196,53,4476,880,1755,1556,1710,1574,913,406,136,8929,161,79,64,60,77,50,17,0,499,75,116,135,194,202,168,75,30,989,1112,1940,1745,1963,1854,1132,497,165,10414,18,39,50,54,66,71,55,12,365,548,634,554,610,707,693,578,358,4684,2356,5321,4946,5131,4884,3327,1645,658,28261
SED30051,91,67,92,57,17,3,359,4,28,69,122,107,50,19,0,408,68,344,515,444,491,331,96,20,2317,84,254,468,661,687,433,140,31,2747,694,1232,1491,1644,1860,1415,465,90,8897,222,156,104,104,79,65,3,0,733,48,87,152,156,215,163,49,12,883,961,1471,1743,1912,2150,1643,521,98,10509,12,19,31,45,75,71,39,3,295,651,602,731,789,975,1123,668,231,5759,1788,2742,3645,4042,4582,3708,1505,387,22403
SED30052,474,392,278,156,38,5,1927,36,149,152,154,123,72,24,3,709,779,2011,1539,1088,815,504,196,31,6962,462,918,975,1059,739,488,171,57,4868,794,1480,1380,1400,1070,806,369,114,7403,111,62,70,54,45,32,7,3,382,81,118,154,200,169,166,76,23,988,981,1664,1595,1655,1288,1000,451,138,8773,27,58,71,66,104,72,37,17,449,599,684,503,558,548,552,493,407,4342,2939,6010,5312,4980,3895,2836,1405,660,28030
SED30053,77,88,45,23,9,0,327,18,82,90,82,55,21,0,0,354,188,714,629,429,309,144,40,3,2457,72,363,513,581,425,172,50,3,2185,982,2296,2100,1945,1595,702,175,33,9834,166,140,92,78,47,27,4,0,561,58,115,151,152,121,74,16,3,693,1211,2556,2345,2185,1765,797,198,31,11087,12,27,38,50,37,30,8,3,197,984,1234,1127,1151,1000,652,372,120,6633,2488,5041,4823,4559,3643,1841,686,169,23242
SED30054,1021,1169,844,547,191,57,4267,17,158,353,392,295,155,57,4,1432,591,1382,2363,2210,1542,982,349,113,9527,229,377,741,1011,728,546,260,57,3940,442,619,765,903,552,382,183,62,3910,100,37,41,34,37,31,11,6,293,45,39,100,135,134,117,49,27,642,591,694,904,1074,726,534,234,95,4849,14,26,48,52,66,54,46,10,319,254,150,260,316,276,287,287,292,2117,1723,3212,5684,6226,4475,3101,1415,627,26456
SED30055,122,121,100,43,8,0,486,9,75,139,114,97,30,5,0,474,246,691,804,595,398,228,56,8,3025,310,687,928,944,609,275,75,20,3845,1284,2200,2132,2000,1394,680,234,50,9981,265,159,117,75,37,23,9,3,683,113,130,194,160,157,100,25,3,891,1665,2488,2441,2237,1592,805,274,57,11555,20,39,37,48,42,47,20,0,253,558,512,476,514,469,423,251,121,3323,2812,4574,4953,4576,3297,1855,685,210,22960
SED30056,1179,965,682,325,81,13,4622,55,380,344,338,247,134,27,8,1527,1745,4264,2595,1817,1102,649,181,51,12409,431,716,535,557,422,259,106,19,3050,629,910,485,444,333,166,86,34,3088,108,43,25,23,24,5,0,0,225,50,75,69,65,74,51,22,14,418,786,1021,583,526,433,219,117,51,3733,37,58,40,35,31,34,31,3,266,681,863,443,398,339,245,161,118,3243,3810,8594,5725,4633,3258,1867,699,265,28848
SED30057,108,85,59,13,4,0,390,11,91,77,51,32,11,0,0,266,221,832,428,268,177,71,11,3,2015,78,297,293,321,209,72,22,5,1299,599,1395,1051,976,641,253,61,13,4984,137,93,49,44,16,18,5,0,362,40,79,72,68,64,23,3,0,353,770,1567,1166,1084,720,298,68,10,5696,13,22,23,16,13,14,14,0,111,657,817,569,640,562,364,151,53,3812,1751,3743,2659,2470,1763,849,278,72,13586
SED30058,837,661,527,255,68,9,2893,19,217,279,278,231,112,25,7,1172,580,2010,2185,1581,1079,647,177,60,8310,255,613,802,842,707,413,145,41,3814,491,970,911,942,740,470,208,63,4792,109,48,46,41,47,25,12,0,327,48,75,104,117,135,127,51,14,659,646,1090,1059,1100,918,625,267,75,5785,22,42,45,58,50,45,30,15,301,254,332,300,330,284,310,289,389,2486,1811,4805,5513,4851,3797,2408,997,588,24757
SED30059,405,371,246,152,30,3,1512,22,120,223,191,159,82,13,0,806,406,1272,1620,1089,769,459,150,37,5798,363,776,1114,1152,857,455,173,29,4921,829,1413,1695,1920,1350,903,365,72,8554,128,76,76,63,68,39,10,4,469,74,98,185,213,199,166,61,10,1018,1036,1593,1957,2202,1619,1105,434,90,10037,20,43,68,71,77,79,47,16,426,442,550,623,576,644,612,527,482,4459,2314,4626,6010,5659,4374,2951,1370,657,27956
SED30060,139,106,81,31,4,0,445,25,73,99,114,77,26,3,0,418,187,766,753,556,379,197,54,19,2914,131,532,733,708,488,226,67,14,2904,1003,1960,1783,1714,1353,698,237,35,8783,204,154,113,93,60,30,3,0,653,87,134,173,160,127,70,26,7,786,1294,2239,2074,1963,1543,800,265,45,10216,18,30,50,52,39,37,24,7,251,786,716,685,734,733,552,366,120,4696,2443,4437,4534,4227,3350,1863,787,202,21841
SED30061,348,297,227,104,33,7,1318,27,116,150,140,123,52,15,0,622,482,1290,1067,842,568,315,119,24,4697,180,412,602,643,528,270,105,29,2768,860,1357,1163,1198,992,523,249,77,6416,222,100,67,49,35,19,3,0,503,63,78,81,97,80,67,36,14,508,1149,1531,1314,1341,1117,611,280,87,7430,21,43,28,34,40,32,16,0,221,502,444,391,424,366,360,343,189,3022,2365,4137,3902,3713,2970,1743,911,341,20074
SED30062,420,247,112,74,15,0,1179,30,163,247,176,94,51,15,0,776,338,1619,1826,1005,483,327,133,29,5762,413,1228,1423,1154,673,404,147,45,5479,1584,2701,2450,2076,1380,928,395,106,11608,299,184,150,68,60,40,8,4,812,131,200,252,209,176,137,44,10,1158,2016,3082,2842,2350,1615,1106,447,116,13579,32,55,68,72,56,60,31,10,385,672,792,765,686,540,567,557,398,4983,3514,7242,7597,5683,3567,2596,1340,602,32144
SED30063,83,94,111,87,16,3,450,8,55,81,113,107,59,15,0,435,125,577,634,532,525,351,115,12,2882,102,323,553,672,697,437,158,24,2968,724,1426,1455,1475,1483,1040,340,54,8000,194,137,105,111,78,37,3,0,669,64,103,162,171,179,135,55,12,877,985,1665,1721,1760,1738,1218,396,69,9539,9,19,23,27,49,45,26,6,208,595,405,579,692,832,882,581,228,4790,1823,3101,3680,3885,4061,3079,1306,335,21276
SED30064,182,202,189,133,31,8,865,11,87,142,179,184,91,20,7,710,174,807,1033,874,721,511,173,56,4351,202,527,813,923,824,562,197,62,4114,801,1670,1773,1796,1568,973,403,87,9066,191,92,71,77,67,37,6,3,548,62,104,133,182,182,158,60,16,898,1052,1868,1980,2049,1821,1168,472,109,10516,21,33,33,52,55,77,40,13,324,440,422,528,595,610,647,456,329,4010,1907,3854,4721,4864,4401,3180,1396,574,24897
SED30065,244,309,359,293,92,12,1420,3,67,158,237,251,153,53,4,924,149,735,1419,1324,1103,909,298,77,6018,137,449,877,1121,999,834,341,90,4850,599,991,1434,1795,1562,1134,441,132,8083,91,55,62,76,63,65,29,4,442,64,73,122,204,237,244,105,28,1077,763,1123,1609,2076,1859,1444,570,168,9608,5,32,48,71,83,91,79,15,428,368,295,510,596,652,788,535,366,4103,1428,2793,4871,5734,5305,4520,1955,732,27339
SED30066,614,317,196,107,23,9,2012,34,276,284,199,154,63,11,9,1025,606,2883,2148,997,646,290,138,40,7754,399,1214,1013,814,590,285,129,45,4491,994,1915,1422,1182,1005,518,252,110,7403,171,123,88,60,43,18,0,0,514,76,137,159,124,141,63,39,13,745,1242,2183,1665,1362,1191,603,296,124,8661,20,81,70,74,51,41,27,13,371,465,682,513,455,423,346,343,353,3579,2800,8014,6312,4217,3245,1734,978,594,27896
SED30067,308,252,147,75,13,4,974,22,119,186,177,127,68,9,0,713,292,1276,1324,915,537,271,63,8,4691,344,868,1061,959,654,344,92,19,4332,1056,2117,1996,1631,1270,682,206,48,9009,192,128,103,78,50,30,9,0,587,60,129,173,185,157,77,25,3,818,1317,2373,2272,1902,1477,788,236,49,10416,17,40,51,48,49,47,13,9,274,409,421,434,399,414,354,255,177,2862,2408,5265,5637,4647,3413,1940,685,270,24259
SED30068,86,123,134,126,40,9,593,9,49,92,93,117,88,34,5,496,139,493,569,477,540,536,189,44,2979,210,482,606,723,733,642,255,53,3703,834,1438,1445,1552,1614,1437,698,157,9179,194,123,82,86,90,72,14,6,664,76,115,136,160,187,209,88,28,993,1108,1672,1666,1793,1886,1719,805,186,10840,23,57,30,53,45,87,61,13,365,488,490,468,539,784,1093,884,723,5475,1985,3312,3529,3796,4239,4285,2261,1036,24455
SED30069,197,223,203,137,35,6,938,10,74,127,138,176,87,24,3,646,176,716,921,829,697,495,163,45,4044,189,526,714,859,807,566,187,62,3909,739,1280,1497,1654,1425,985,419,123,8116,145,80,80,86,58,42,3,3,505,85,94,134,180,174,177,69,21,938,969,1447,1713,1920,1662,1208,497,149,9557,8,22,37,45,44,68,55,15,300,380,388,489,621,626,772,669,464,4410,1747,3284,4197,4635,4208,3346,1640,744,23814
SED30070,212,257,183,143,38,6,964,12,86,139,161,154,81,28,4,670,262,782,993,809,634,546,163,47,4233,249,577,844,1019,752,495,204,64,4205,886,1587,1717,1912,1533,1100,473,144,9356,164,79,83,74,70,45,12,8,528,63,85,158,196,183,157,68,40,950,1111,1757,1956,2181,1788,1299,553,185,10838,17,25,23,51,61,58,26,18,278,304,304,422,470,480,603,418,259,3266,1973,3633,4592,4946,4048,3241,1437,582,24442
SED30071,175,142,130,47,11,3,664,19,112,118,139,94,31,7,3,517,248,989,782,601,436,215,89,18,3377,128,464,435,522,414,205,84,14,2261,1045,2025,1377,1300,1077,510,290,66,7687,285,165,100,58,35,12,3,0,663,87,111,109,112,106,49,31,10,616,1414,2307,1588,1468,1215,573,323,74,8959,19,36,44,39,37,32,22,7,231,677,625,574,640,631,522,557,446,4662,2511,4680,3708,3543,2961,1618,1083,566,20672
SED30072,521,321,185,91,28,3,1556,23,136,239,234,148,68,23,4,870,354,1613,1831,1154,637,327,130,29,6080,307,816,944,948,623,314,104,32,4093,753,1426,1457,1391,1106,637,282,92,7142,124,77,64,65,56,34,7,0,426,62,103,131,170,112,94,47,12,732,941,1601,1649,1629,1271,764,329,112,8299,25,53,54,48,45,44,36,12,310,374,339,413,428,347,435,430,296,3065,2029,4952,5652,4769,3263,2047,1074,485,24273
SED30073,1369,851,618,254,48,13,5312,79,514,344,316,252,85,17,0,1608,1855,5645,2599,1641,1055,496,123,32,13452,627,1178,833,650,469,275,91,22,4153,787,1325,804,666,487,288,133,48,4534,150,85,38,37,30,16,3,0,352,70,140,96,96,96,58,20,4,592,1003,1547,938,796,618,361,156,56,5474,64,98,65,50,52,41,26,3,403,909,1443,788,676,556,354,234,126,5086,4647,12461,6942,4985,3629,1871,703,255,35498
SED30074,91,106,92,90,16,5,490,17,45,77,90,102,57,20,0,416,132,639,649,577,528,387,147,24,3076,108,336,483,605,603,375,143,40,2695,800,1283,1229,1343,1256,805,264,57,7034,165,126,87,74,52,23,10,0,538,72,94,143,176,151,125,44,13,830,1035,1498,1457,1596,1464,957,318,72,8402,9,26,21,26,34,35,29,6,185,580,472,508,620,781,866,629,324,4781,1887,3096,3289,3619,3608,2770,1299,469,20045
SED30075,575,353,226,100,42,7,2113,39,159,133,135,108,67,18,8,668,974,2035,1375,968,627,443,176,64,6657,703,1033,932,863,686,411,178,69,4872,1073,1480,1464,1450,1221,841,389,132,8058,161,96,66,68,59,30,13,3,498,129,147,179,175,169,155,78,12,1031,1365,1720,1710,1694,1443,1026,477,149,9583,43,59,77,73,58,72,40,15,431,1082,858,682,754,659,681,555,478,5747,4261,6603,5485,4836,3804,2803,1482,791,30070
SED30076,396,314,220,115,29,3,1439,18,159,204,184,144,60,10,0,787,415,1564,1530,962,739,400,93,14,5719,320,775,931,849,720,412,89,24,4129,879,1625,1559,1398,1293,847,218,42,7865,138,90,67,60,46,27,3,0,433,62,95,152,140,169,111,31,3,773,1084,1816,1781,1600,1510,982,253,45,9071,9,49,56,59,58,58,22,7,309,380,386,399,384,417,330,192,73,2552,2245,5100,5288,4349,3806,2355,680,163,23995
SED30077,757,587,300,116,29,14,2522,27,292,336,333,182,65,20,5,1262,780,2914,2422,1585,838,334,127,43,9043,307,842,775,728,434,269,142,50,3548,811,1364,869,865,619,365,253,80,5235,111,86,48,53,35,17,6,0,359,59,105,104,114,94,65,30,12,582,983,1561,1024,1033,744,452,285,95,6176,17,44,52,36,36,26,34,12,262,413,562,421,321,295,276,337,413,3045,2567,6893,5787,4625,2826,1541,973,641,25849
SED30078,1316,634,329,148,47,3,4360,25,218,236,165,117,51,14,0,832,1044,3639,2457,1413,966,502,142,36,10197,581,1109,885,774,649,319,96,30,4444,656,966,970,901,766,419,168,47,4892,122,64,66,51,42,20,3,3,361,83,99,131,128,135,76,27,10,692,860,1132,1169,1084,938,513,196,61,5950,53,115,81,76,78,59,14,10,484,442,578,427,370,320,243,194,128,2702,3103,8570,6573,4519,3396,1835,700,272,28969
SED30079,964,420,305,151,54,4,3668,20,212,158,133,122,74,35,0,755,1219,3170,1725,959,799,511,220,54,8661,596,1012,726,593,465,332,138,59,3920,690,1077,880,860,712,513,282,94,5110,145,98,74,53,33,25,4,3,439,66,116,113,114,112,95,31,16,659,897,1283,1064,1022,859,637,320,117,6209,62,161,86,55,74,53,34,5,531,588,705,461,439,388,477,377,271,3700,3498,8192,5194,3623,3008,2236,1176,515,27439
SED30080,477,398,312,193,60,12,2121,26,161,146,176,162,83,34,3,784,735,2392,1547,1203,1039,697,261,51,7929,551,1120,919,974,858,575,211,52,5270,786,1343,1211,1344,1080,892,412,96,7159,113,78,66,95,69,43,10,0,472,92,150,160,183,185,207,65,26,1066,991,1574,1427,1618,1341,1139,482,122,8692,49,97,59,82,92,102,50,14,551,1075,1395,959,1065,1017,945,552,279,7296,3483,7362,5531,5512,4820,3740,1660,534,32644
