SED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SED23901,2210,62,5,2274,23,0,0,0,23,4,0,6,29,0,0,29,70,5,0,0,76,10,0,10,84,4,0,88,93,5,0,0,99,14,0,14,117,4,0,118,1995,223,15,22,2257,56,5,68,2325,66,5,2393,598,64,13,14,690,21,0,22,710,69,0,775,3,0,0,0,0,0,0,0,0,0,11,13,2596,286,29,40,2947,73,13,86,3036,132,15,3188,403,48,10,7,461,6,5,13,473,26,0,495,686,46,5,3,742,16,0,14,754,16,3,769,16,0,0,0,16,0,0,0,16,0,0,18,10,0,0,4,15,0,0,0,15,3,0,13,1103,96,15,15,1226,17,3,27,1252,41,3,1294,16,0,0,0,13,3,0,4,15,0,0,15,20,0,0,0,19,3,0,3,27,3,0,31,34,3,0,0,38,4,0,6,44,3,0,45,1135,101,15,14,1260,25,3,30,1294,47,3,1338,267,28,0,3
SED24006,2025,57,0,2080,25,0,0,0,25,7,0,7,30,3,0,29,29,5,0,0,35,4,3,3,42,0,0,45,48,6,0,0,60,11,3,13,72,4,0,76,1854,173,14,15,2058,30,11,43,2099,58,0,2157,578,71,11,3,667,13,8,18,684,45,0,733,3,0,0,0,7,0,0,0,7,5,3,16,2433,243,29,18,2724,46,14,59,2783,107,4,2898,496,42,9,0,556,12,3,12,566,34,0,605,739,69,7,4,826,8,0,11,836,28,0,861,20,0,0,0,25,0,0,0,25,0,0,25,10,0,0,8,15,0,0,0,15,0,0,22,1269,118,16,10,1425,15,4,26,1442,62,0,1512,14,3,0,0,19,3,0,3,25,0,0,25,32,0,0,0,33,0,0,0,36,0,0,36,48,9,0,0,55,4,0,8,59,0,0,61,1317,125,16,13,1473,23,6,28,1503,68,0,1574,344,41,3,9
SED24105,1907,95,0,2002,31,9,0,4,45,13,0,13,52,5,3,65,47,12,0,0,57,17,3,13,75,12,0,83,80,22,0,4,100,27,3,25,125,14,3,144,1668,216,17,41,1944,72,13,90,2030,113,3,2147,679,157,12,20,867,40,15,51,916,243,0,1160,6,0,0,3,13,0,0,0,13,4,11,24,2353,376,24,60,2815,118,26,142,2958,354,12,3327,457,55,0,8,517,17,3,20,541,32,0,568,401,84,4,0,490,14,3,17,506,20,0,533,10,4,3,0,18,0,0,0,21,0,0,22,9,0,0,10,17,0,0,0,17,4,0,18,883,141,6,16,1047,35,3,37,1088,56,0,1143,21,3,0,0,29,11,0,11,42,4,0,45,33,3,0,0,35,7,0,6,47,3,0,51,52,9,0,3,68,17,0,15,84,10,0,91,936,147,7,19,1110,51,9,61,1165,64,0,1239,326,89,3,11
SED24207,2766,136,11,2908,68,9,0,3,79,16,6,21,98,7,0,110,98,18,0,4,124,9,8,23,147,5,0,152,166,34,0,4,204,31,12,42,245,15,0,262,2443,329,44,80,2890,94,26,117,3011,149,11,3168,1074,212,21,48,1359,63,14,71,1433,277,3,1714,14,3,0,4,25,0,0,0,25,3,31,54,3525,545,66,130,4272,156,36,195,4462,430,41,4938,626,69,10,9,711,21,5,25,739,40,0,780,577,133,10,4,724,16,0,18,743,35,0,777,22,4,7,0,32,3,0,3,32,3,0,37,12,12,0,20,36,3,0,4,45,0,3,45,1232,218,24,36,1503,43,10,56,1554,85,0,1642,29,6,3,3,38,9,0,9,53,3,0,56,45,9,0,4,58,10,3,14,74,3,0,77,72,17,3,8,98,25,3,24,123,5,0,129,1301,232,25,37,1602,62,17,77,1680,88,0,1769,457,107,17,16
SED24308,1502,57,0,1561,22,3,0,0,29,4,0,4,33,0,0,36,49,4,0,0,53,9,0,11,61,0,3,64,73,7,3,0,79,17,0,14,95,4,3,101,1334,159,40,16,1545,45,12,52,1596,61,3,1667,521,102,19,21,665,27,7,33,698,155,0,851,6,0,0,0,10,0,0,0,10,0,5,18,1862,258,59,34,2215,71,15,92,2305,219,10,2535,249,26,0,5,280,6,3,6,290,24,0,311,503,51,17,4,572,10,0,13,591,28,0,614,14,3,3,0,15,0,0,0,15,3,0,22,0,0,0,6,4,0,0,0,4,0,0,4,764,80,15,16,880,21,3,22,902,53,3,957,19,0,0,0,20,4,0,4,20,0,0,23,22,3,0,3,25,4,0,3,31,0,3,34,36,4,0,3,47,8,0,8,55,0,3,57,800,81,22,22,921,28,5,34,954,58,7,1012,224,50,9,11
SED24408,1748,53,0,1802,8,0,0,0,12,0,0,0,16,0,0,12,24,3,0,0,25,3,0,0,32,0,0,31,31,5,0,0,37,3,0,4,40,0,0,47,1552,158,31,30,1770,21,4,19,1794,55,0,1844,412,63,4,19,492,13,0,16,513,83,0,594,4,7,0,0,11,0,0,0,11,0,5,11,1959,226,36,49,2271,32,9,34,2307,137,4,2450,321,27,0,0,348,6,0,6,355,13,0,368,609,64,8,5,687,8,0,10,700,29,0,727,17,5,6,0,24,0,0,0,24,3,0,29,3,0,0,13,21,0,0,0,21,0,0,21,950,92,14,24,1080,16,0,17,1097,44,0,1141,0,0,3,0,3,4,0,4,4,0,0,6,10,0,0,0,14,0,0,0,15,0,0,13,11,0,3,0,13,4,0,7,17,4,0,20,963,91,17,24,1095,19,3,20,1115,49,0,1163,170,22,0,3
SED24504,2166,61,3,2231,19,0,0,0,20,0,0,0,20,0,0,20,50,3,0,0,56,0,0,3,58,0,0,60,67,4,0,0,73,0,0,3,79,0,0,76,1900,238,30,40,2206,25,10,32,2243,59,3,2308,567,77,20,5,666,5,0,4,674,59,0,733,3,0,0,3,9,0,0,0,9,0,10,17,2469,311,52,44,2878,31,12,43,2921,117,12,3051,410,59,9,3,472,4,8,12,487,14,0,501,754,117,12,6,888,7,0,6,895,16,0,913,18,4,9,0,31,0,0,0,31,4,0,37,8,0,0,6,15,0,0,0,19,0,0,17,1187,185,23,14,1409,12,10,21,1433,38,0,1470,4,0,0,0,3,0,0,0,3,0,0,3,27,0,0,0,29,0,0,0,29,0,0,29,34,0,0,0,33,0,0,0,36,0,0,36,1219,182,23,19,1446,14,10,24,1469,38,0,1502,266,29,8,7
SED24606,1781,45,0,1831,32,0,0,0,27,5,0,5,38,3,0,39,40,0,0,0,40,3,0,3,40,3,0,50,69,0,0,0,72,7,0,7,74,7,0,81,1692,101,9,11,1811,44,4,45,1863,52,0,1917,578,43,6,7,634,9,0,8,643,29,0,674,4,0,0,7,9,0,0,0,10,0,0,8,2273,140,17,20,2452,53,5,61,2507,83,0,2595,369,38,0,3,410,9,0,10,422,18,0,436,625,31,0,3,666,4,0,4,667,11,3,685,5,0,0,0,10,0,0,0,10,0,0,9,11,0,0,7,9,0,0,0,9,0,0,14,1012,72,4,12,1092,13,0,14,1113,34,3,1147,11,0,0,0,11,0,0,0,14,0,0,14,25,3,0,0,24,6,0,4,33,4,0,35,37,3,0,0,36,6,0,4,42,4,0,44,1044,72,4,12,1129,18,3,25,1153,34,3,1194,353,21,0,9
SED24703,937,39,0,980,18,3,0,0,20,3,0,3,24,3,0,25,25,5,0,0,32,3,0,3,33,3,0,37,41,11,0,0,47,9,0,11,55,7,0,66,812,124,15,13,957,28,8,33,992,51,0,1044,310,83,3,11,408,18,5,23,433,78,0,510,6,0,0,0,6,0,0,0,6,4,3,16,1127,206,20,24,1373,42,12,54,1430,125,9,1568,192,23,0,0,211,14,0,15,224,18,0,246,177,31,0,0,207,3,0,3,206,4,0,217,3,0,3,0,8,0,0,0,8,0,0,10,0,0,0,4,7,0,0,0,7,0,0,7,375,48,9,4,432,14,0,14,446,32,5,482,6,0,0,0,6,0,0,0,3,0,0,4,9,0,0,4,10,0,0,0,10,0,0,16,15,0,0,4,17,3,0,3,16,0,0,23,387,54,9,7,448,18,0,17,466,31,3,501,104,37,3,3
SED24808,2304,126,4,2435,41,7,0,6,55,19,0,19,71,0,0,69,88,12,0,0,103,5,3,14,116,3,0,124,132,23,0,6,158,24,3,30,185,9,0,192,2125,220,25,39,2406,76,10,89,2490,133,9,2633,1013,154,22,46,1237,72,8,77,1316,230,11,1559,3,5,0,0,10,0,0,0,10,0,14,25,3133,377,53,88,3654,141,24,166,3817,360,34,4216,440,28,8,3,480,9,3,10,491,24,0,514,590,55,12,4,659,12,3,18,680,26,0,706,28,11,3,0,41,0,0,0,45,3,0,49,5,0,0,6,17,4,0,4,17,0,0,15,1063,99,21,13,1198,19,9,30,1224,54,0,1284,25,3,0,0,30,9,0,9,43,0,0,42,41,3,0,0,47,4,0,3,47,3,0,53,66,6,0,0,70,11,0,12,90,3,0,92,1124,105,21,19,1270,35,5,42,1316,59,4,1379,413,70,17,9
SED24904,1781,64,0,1844,9,0,0,0,13,8,3,16,25,0,0,25,25,3,0,0,23,11,3,15,42,3,0,44,33,4,0,0,36,28,5,32,68,8,0,72,1538,176,43,31,1781,55,15,63,1847,67,0,1915,504,65,9,20,592,38,12,50,640,139,4,783,4,0,3,0,8,0,0,0,8,0,10,23,2048,239,53,49,2386,95,26,113,2496,206,16,2720,360,40,3,3,404,0,0,3,411,14,0,426,563,45,12,3,622,10,3,13,637,30,3,668,15,0,4,0,18,0,0,0,19,3,0,23,12,0,0,12,20,0,0,0,20,0,0,23,941,89,25,18,1069,19,7,17,1091,51,3,1145,13,0,0,0,13,8,0,8,13,3,0,20,19,3,0,0,21,5,0,5,31,4,0,35,32,3,0,0,31,11,0,11,48,3,0,53,974,87,25,18,1104,28,7,30,1139,55,3,1190,203,17,4,6
SED25003,2183,83,3,2269,35,7,0,4,40,5,0,7,53,7,0,59,75,12,3,0,91,7,3,8,95,12,0,111,113,16,4,4,134,13,4,16,149,21,0,165,1960,240,44,37,2274,38,14,53,2331,107,3,2441,806,151,12,28,1001,53,10,60,1067,180,3,1250,7,0,0,3,8,0,0,0,13,0,8,19,2772,396,58,70,3285,99,26,116,3406,284,14,3708,462,47,10,4,517,16,3,19,536,35,0,570,658,98,6,5,760,0,0,3,769,28,3,797,18,6,7,0,31,0,0,0,31,0,0,30,10,0,0,13,18,0,0,0,18,3,0,24,1140,149,17,23,1331,20,3,23,1356,62,3,1420,24,3,0,0,32,4,0,4,32,0,0,32,39,6,0,0,43,0,0,4,52,3,0,58,60,15,0,0,75,8,0,7,87,3,0,92,1203,157,22,23,1404,27,3,31,1439,70,3,1511,327,66,3,14
SED25102,2168,59,4,2229,4,0,0,0,4,0,0,0,5,0,0,12,58,3,0,0,66,0,0,0,66,0,0,66,66,6,0,0,69,0,0,0,75,0,0,75,1919,228,42,27,2217,22,3,25,2241,57,4,2303,603,52,3,13,674,10,0,12,686,34,4,720,3,3,0,0,3,0,0,0,3,0,5,7,2528,282,44,39,2895,31,4,31,2932,92,13,3033,318,48,7,0,374,9,3,14,389,22,0,408,762,55,13,4,831,11,0,11,841,27,0,864,17,0,7,0,33,0,0,0,33,0,0,33,9,0,0,5,15,0,0,0,16,0,0,15,1110,106,27,10,1254,21,3,21,1280,47,3,1322,6,0,0,0,9,0,0,0,9,0,0,9,27,0,0,0,29,4,0,4,32,3,0,34,31,0,0,3,37,4,0,4,40,6,0,41,1140,108,27,11,1290,26,3,24,1315,49,3,1367,269,34,11,15
SED25205,2654,60,3,2721,18,0,0,0,20,4,0,4,22,0,0,22,73,0,0,0,72,3,0,6,83,6,0,84,88,4,0,0,91,12,0,13,106,6,0,111,2444,217,38,23,2715,40,9,44,2758,67,3,2833,563,31,3,13,609,9,3,18,625,24,0,645,6,0,0,7,11,0,0,0,11,0,4,16,3010,247,41,37,3331,53,11,63,3393,90,5,3493,427,58,3,3,494,9,0,13,505,19,0,526,827,67,3,11,903,6,0,6,914,11,0,927,8,3,4,3,19,0,0,0,19,0,0,21,8,0,0,7,23,0,0,0,25,0,0,20,1281,126,11,26,1438,16,0,20,1458,37,0,1492,12,0,0,0,10,0,0,0,16,0,0,16,22,0,0,0,22,0,0,0,25,0,0,27,36,0,0,0,39,3,0,3,43,0,0,44,1315,133,11,26,1480,22,0,24,1499,33,0,1534,200,25,4,3
SED25302,2580,67,9,2659,17,0,0,0,17,0,0,0,17,0,0,17,67,5,0,0,76,7,0,7,81,0,0,82,88,5,0,0,91,7,0,7,98,0,0,99,2373,226,31,24,2657,30,0,30,2682,67,9,2759,560,36,15,10,617,5,0,5,629,33,3,661,0,0,0,0,0,0,0,0,0,0,3,3,2934,253,47,34,3273,32,0,32,3308,99,13,3421,449,48,4,0,507,9,0,9,509,19,0,526,870,74,5,11,957,11,0,11,970,24,0,994,10,3,0,0,19,0,0,0,19,0,0,23,6,0,0,7,13,0,0,0,13,0,0,17,1337,126,8,16,1490,15,0,15,1511,46,0,1557,11,0,0,0,11,0,0,0,16,0,0,15,42,3,0,0,42,3,0,3,47,0,0,47,51,3,0,0,53,5,0,5,58,0,0,60,1393,127,8,16,1545,20,0,20,1571,48,0,1621,247,21,5,4
SED25402,1705,75,0,1773,20,10,0,0,31,10,0,13,41,4,0,45,52,10,0,0,66,6,3,13,79,3,0,82,70,20,0,0,95,18,3,20,118,4,0,124,1509,192,29,22,1751,53,11,67,1819,82,0,1898,488,53,11,24,580,50,5,59,633,114,0,746,0,0,0,3,3,0,0,0,3,0,3,9,1999,245,42,51,2335,107,15,121,2456,190,8,2655,263,34,0,3,300,15,4,22,313,14,0,335,573,39,10,6,632,18,0,18,650,31,0,682,23,4,0,0,31,0,0,0,26,0,0,33,3,0,0,13,19,0,0,0,19,0,0,16,859,77,19,23,975,31,4,33,1011,52,0,1066,14,3,0,0,17,8,0,5,24,4,0,33,23,7,0,0,32,3,0,4,37,0,0,43,41,14,0,0,51,9,7,14,64,3,0,69,899,94,14,23,1031,43,8,50,1077,56,0,1136,196,26,7,14
SED25501,1883,84,0,1969,46,4,0,0,50,11,4,8,65,0,0,65,72,8,0,0,80,6,4,14,99,3,0,101,117,18,0,0,133,15,6,23,163,9,0,168,1721,221,17,15,1969,54,21,73,2043,93,0,2132,619,83,16,10,728,19,7,22,755,87,4,842,3,0,0,3,7,0,0,0,7,0,3,9,2341,306,31,26,2703,75,24,101,2802,180,6,2988,470,69,3,3,554,20,7,26,576,26,0,598,601,80,6,3,693,20,5,24,709,15,0,730,13,0,3,0,17,0,0,0,17,0,0,16,7,0,0,3,13,0,0,0,13,0,0,13,1095,150,17,13,1269,39,11,43,1314,46,0,1356,21,0,0,0,26,11,0,8,31,3,0,34,47,4,0,0,52,6,0,6,59,0,0,63,71,5,0,0,76,13,0,14,92,6,0,93,1161,158,17,13,1345,53,9,61,1407,48,0,1454,301,39,10,3
SED25605,1651,76,0,1723,24,3,3,0,25,4,0,4,33,0,0,33,56,10,0,0,62,4,5,11,72,3,0,79,75,8,3,0,93,10,5,19,110,6,0,111,1482,200,16,16,1713,32,16,43,1756,80,0,1833,522,107,17,9,660,35,4,37,695,143,0,846,0,0,0,0,0,0,0,0,0,3,7,10,2010,314,31,26,2375,64,23,82,2459,225,5,2687,341,43,0,3,384,6,0,12,398,25,0,417,476,79,6,9,565,14,3,16,577,23,0,602,5,0,4,0,8,0,0,0,8,0,0,8,4,0,0,5,11,0,0,0,11,0,0,18,821,125,8,19,975,22,5,24,998,47,0,1047,7,0,0,0,9,3,3,3,11,0,0,11,22,0,0,0,20,0,3,4,25,4,0,29,30,0,0,0,30,4,5,9,38,4,0,44,853,126,8,15,1005,26,6,30,1039,54,0,1086,207,54,3,5
SED25704,1855,77,6,1940,16,4,0,3,23,5,0,5,26,3,0,35,40,6,0,0,49,0,0,0,48,3,0,55,56,9,0,3,70,5,0,9,75,6,0,87,1689,156,39,18,1911,17,7,28,1933,83,6,2027,430,70,18,22,538,13,0,13,555,80,3,637,3,0,0,0,4,0,0,0,4,0,11,16,2123,231,59,37,2456,31,7,44,2495,163,20,2681,375,39,6,3,422,7,0,7,434,21,0,453,625,54,13,7,688,0,0,4,698,28,3,726,18,3,8,0,29,0,0,0,29,0,0,29,10,0,0,3,10,0,0,0,10,0,5,16,1024,87,27,13,1157,10,0,13,1167,43,6,1219,7,4,0,0,6,3,0,3,8,3,0,18,15,0,0,0,15,0,0,0,13,0,0,19,20,4,0,0,24,3,0,3,26,8,0,36,1044,93,27,13,1180,17,0,13,1189,50,6,1249,164,31,6,9
SED25802,2032,104,3,2139,24,4,0,0,22,0,0,0,27,7,0,31,62,5,0,0,61,8,3,8,73,0,0,79,81,7,0,0,85,9,3,12,97,8,0,107,1830,211,37,23,2104,25,9,32,2130,109,3,2244,625,103,23,29,785,20,6,31,814,108,3,921,3,0,0,4,7,0,0,0,8,0,0,10,2463,316,60,56,2888,46,18,61,2956,222,7,3179,301,33,11,6,351,6,0,8,353,21,0,375,736,68,0,5,811,12,0,12,818,30,0,853,24,4,7,0,38,0,0,0,38,3,0,37,8,3,0,11,14,0,0,0,14,0,0,15,1066,109,18,18,1209,15,0,18,1229,50,0,1283,13,0,0,0,12,3,0,3,20,4,0,22,28,3,0,0,31,3,0,3,30,5,0,37,42,4,0,0,41,8,0,8,52,8,0,61,1107,114,18,18,1249,22,0,30,1280,58,0,1339,272,38,9,6
SED25905,1831,73,3,1912,41,3,0,0,50,13,3,17,64,8,0,71,79,10,0,0,87,0,0,0,91,5,0,94,120,16,0,3,137,11,3,14,153,14,0,167,1653,201,20,40,1909,65,8,73,1979,85,3,2071,803,164,21,18,1014,42,14,52,1065,233,7,1308,9,6,0,0,12,0,0,0,12,3,15,33,2465,370,38,59,2937,103,22,125,3063,321,35,3420,341,55,0,5,398,12,4,15,412,24,0,438,582,68,5,5,659,9,3,14,675,33,0,710,18,0,6,4,26,0,0,0,24,0,0,30,7,0,0,9,16,0,0,0,16,0,0,15,946,124,10,18,1097,22,5,30,1126,63,3,1191,28,6,0,0,31,5,0,7,35,3,0,39,39,0,0,0,46,0,0,0,43,0,0,50,68,7,0,0,73,4,0,8,80,9,0,85,1011,130,10,18,1171,28,10,32,1208,72,3,1279,391,93,8,13
SED26005,3288,122,3,3416,68,16,0,4,92,22,0,22,110,9,0,116,135,12,0,6,154,4,3,8,165,3,0,168,207,25,0,8,241,29,3,29,271,12,4,284,2991,352,44,46,3434,115,10,128,3563,131,9,3706,1383,267,19,49,1719,63,8,72,1785,310,7,2105,8,0,0,6,21,4,0,4,21,3,33,59,4386,616,67,104,5169,182,22,198,5370,449,51,5869,719,84,9,8,820,21,7,27,848,47,0,893,922,137,12,14,1083,19,8,27,1114,38,3,1153,24,8,8,0,33,0,0,0,33,3,0,39,16,0,0,16,24,0,0,0,24,6,0,33,1681,226,27,33,1961,42,12,57,2025,95,3,2123,24,4,4,4,39,14,0,14,54,7,0,58,60,5,0,0,70,5,3,6,76,9,3,82,89,14,4,6,109,20,3,19,124,17,4,141,1767,236,33,35,2073,61,14,80,2144,110,3,2262,635,125,9,22
SED26102,1443,70,0,1517,10,0,0,0,10,0,0,0,13,4,0,15,36,8,0,0,44,3,0,3,52,0,0,52,49,8,0,0,50,7,0,7,58,4,0,66,1235,183,23,36,1480,24,0,24,1506,71,0,1579,414,82,9,10,517,6,0,6,525,68,0,594,3,0,0,0,3,0,0,0,3,0,5,13,1656,269,34,46,2001,32,0,32,2034,144,11,2189,182,54,3,0,242,5,3,10,250,24,0,277,470,98,14,6,584,8,0,8,590,20,0,609,15,3,0,0,23,0,0,0,23,0,0,23,13,0,0,7,18,0,0,0,18,3,0,20,680,153,17,13,865,18,3,18,884,44,0,928,7,0,0,0,7,0,0,0,7,0,0,9,16,0,0,0,20,3,0,3,24,0,0,24,21,0,0,0,23,3,0,3,29,4,0,28,704,158,17,11,895,16,3,21,912,45,0,958,148,39,9,7
SED26207,1991,51,0,2038,15,3,0,0,16,3,0,3,18,0,0,18,52,10,0,0,62,0,0,0,68,0,0,68,71,9,0,0,82,9,0,9,89,0,0,89,1801,164,47,24,2038,30,9,39,2079,51,0,2124,495,62,13,15,578,11,0,11,588,56,0,646,3,3,0,0,3,0,0,0,3,0,7,17,2299,224,52,40,2619,40,9,55,2672,105,9,2790,363,41,3,4,407,11,3,10,422,19,0,435,655,60,7,5,723,14,0,14,733,22,0,756,12,0,3,0,13,0,0,0,13,0,0,13,8,0,0,8,20,0,0,0,20,0,0,17,1031,96,11,20,1159,22,3,29,1189,35,0,1223,3,3,0,0,4,3,0,3,10,3,0,14,31,3,0,0,35,3,0,4,36,0,0,36,33,10,0,0,41,4,0,7,48,3,0,51,1063,101,11,20,1205,27,7,33,1237,41,0,1273,231,15,6,6
